chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr1	13800001	13845000	chr1	13360001	13845000	485000	45000	167.88545246277207	97.0%	0.148	-1.0882399764113209
chr1	13945001	13980000	chr1	13350001	13980000	630000	35000	84.00226757369614	97.0%	0.126	1.6950534955185514
chr1	13220001	13255000	chr1	13220001	14215000	995000	35000	26.000717875089737	97.0%	0.037	2.134926139805169
chr1	14920001	14960000	chr1	14920001	15335000	415000	40000	267.07379518072287	97.0%	0.467	-4.485176601580029
chr1	13795001	13840000	chr1	13795001	15105000	1310000	45000	63.55937234944869	97.0%	0.536	-2.7818177642873247
chr1	14555001	14580000	chr1	14555001	14815000	260000	25000	154.83076923076925	97.0%	0.8	-0.6587936210144271
chr1	14345001	14380000	chr1	14190001	14380000	190000	35000	174.01503759398497	97.0%	0.967	-0.3851201368174808
chr1	13950001	13985000	chr1	13950001	15110000	1160000	35000	40.88238916256158	97.0%	0.34950000000000003	0.47111417676512607
chr1	14400001	14425000	chr1	14400001	14810000	410000	25000	87.78292682926829	97.0%	0.8125	-0.7892567904253207
chr1	15495001	15515000	chr1	15495001	15695000	200000	20000	451.10625	97.0%	0.8905000000000001	-1.4381831376018366
chr1	15340001	15365000	chr1	14920001	15365000	445000	25000	237.56179775280899	97.0%	0.97	-3.357956537564323
chr1	15275001	15320000	chr1	15275001	15625000	350000	45000	258.8857142857143	97.0%	0.973	-13.874988757432074
chr1	15745001	15790000	chr1	15745001	16255000	510000	45000	184.28213507625273	97.0%	0.994	-17.620305698318415
chr1	15765001	15805000	chr1	15315001	15805000	490000	40000	163.5280612244898	97.0%	0.994	-5.86783168674885
chr1	15785001	15815000	chr1	15785001	16260000	475000	30000	186.93684210526317	97.0%	0.024	6.625314206857112
chr1	15810001	15855000	chr1	15810001	16260000	450000	45000	155.8925925925926	97.0%	0.991	-22.36938826031512
chr1	16915001	16950000	chr1	16380001	16950000	570000	35000	189.35576923076923	97.0%	0.817	-8.650752366197358
chr1	16710001	16735000	chr1	16385001	16735000	350000	25000	309.2608695652174	97.0%	0.0535	1.6799374438065762
chr1	16605001	16640000	chr1	15505001	16640000	1135000	35000	215.5380742605412	97.0%	0.009	9.224148366327865
chr1	16550001	16580000	chr1	16550001	16630000	80000	30000	28.59375	97.0%	0.9615	-0.07499584290550962
chr1	16910001	16950000	chr1	16910001	17435000	525000	40000	181.17142857142858	97.0%	0.954	-6.106734693950281
chr1	17385001	17410000	chr1	17385001	17615000	230000	25000	483.6130434782609	97.0%	0.9275	-3.58327403934825
chr1	16880001	16915000	chr1	16880001	17430000	550000	35000	107.66623376623376	97.0%	0.9644999999999999	-2.9441745000984474
chr1	17010001	17050000	chr1	17010001	17675000	665000	40000	124.81954887218045	97.0%	0.992	-12.507248985947436
chr1	19240001	19275000	chr1	19240001	19490000	250000	35000	332.36	97.0%	0.0985	0.41502633354539403
chr1	17975001	18020000	chr1	17665001	18020000	355000	45000	194.66197183098592	97.0%	0.983	-2.4457484073018803
chr1	19160001	19205000	chr1	19160001	19490000	330000	45000	190.84511784511784	97.0%	0.9285000000000001	-1.569717465338929
chr1	18555001	18600000	chr1	17605001	18600000	995000	45000	89.97934115019542	97.0%	0.344	10.02473834501786
chr1	18500001	18535000	chr1	17995001	18535000	540000	35000	84.81746031746032	97.0%	0.967	-4.571994015245352
chr1	18520001	18545000	chr1	18520001	18865000	345000	25000	170.1014492753623	97.0%	0.948	-3.296434275919211
chr1	19775001	19820000	chr1	19300001	19820000	520000	45000	189.47435897435898	97.0%	0.953	-2.574741440495094
chr1	18585001	18615000	chr1	18585001	19105000	520000	30000	162.76923076923077	97.0%	0.1165	1.737383361445098
chr1	19200001	19245000	chr1	19200001	19605000	405000	45000	196.68861454046638	97.0%	0.959	-3.057787795861621
chr1	21400001	21440000	chr1	21220001	21440000	220000	40000	193.8494318181818	97.0%	0.985	-2.470554717629076
chr1	20200001	20235000	chr1	20200001	20655000	455000	35000	216.3453689167975	97.0%	0.046	2.587633743321203
chr1	20715001	20745000	chr1	20715001	21360000	645000	30000	149.58656330749355	97.0%	0.982	-13.52162309393971
chr1	20925001	20960000	chr1	20925001	21150000	225000	35000	237.18412698412698	97.0%	0.912	-1.2513395510412846
chr1	22000001	22040000	chr1	21495001	22040000	545000	40000	105.23738532110092	97.0%	0.923	-3.022149595780594
chr1	20800001	20845000	chr1	20800001	21165000	365000	45000	133.81735159817353	97.0%	0.941	-2.2559766152468512
chr1	21175001	21220000	chr1	20505001	21220000	715000	45000	110.86557886557887	97.0%	0.014	11.661273162474906
chr1	21370001	21405000	chr1	20675001	21405000	730000	35000	86.366927592955	97.0%	0.975	-5.438263448427788
chr1	21905001	21950000	chr1	21255001	21950000	695000	45000	157.62829736211032	97.0%	0.808	-6.463973407872739
chr1	22395001	22430000	chr1	21575001	22430000	855000	35000	121.60818713450293	97.0%	0.07	3.255991770220178
chr1	21180001	21205000	chr1	21180001	21660000	480000	25000	146.55416666666667	97.0%	0.99	-8.422752704528474
chr1	22585001	22620000	chr1	22140001	22620000	480000	35000	229.90327380952382	97.0%	0.949	-21.15197409693153
chr1	22035001	22065000	chr1	21545001	22065000	520000	30000	114.48878205128204	97.0%	0.985	-4.433060828541673
chr1	21585001	21605000	chr1	21585001	22020000	435000	20000	253.0344827586207	97.0%	0.805	-1.1650156905089948
chr1	21655001	21685000	chr1	21655001	22220000	565000	30000	174.3023598820059	97.0%	0.813	-3.0219179796870215
chr1	21985001	22020000	chr1	21985001	22275000	290000	35000	122.9704433497537	97.0%	0.9315	-2.4360715530423307
chr1	23230001	23275000	chr1	23230001	23515000	285000	45000	271.5672514619883	97.0%	0.974	-3.634100942807367
chr1	24400001	24430000	chr1	24085001	24430000	345000	30000	206.1086956521739	97.0%	0.998	-22.0050770917463
chr1	23825001	23865000	chr1	23825001	24135000	310000	40000	182.42943548387098	97.0%	0.979	-6.876345966813086
chr1	23490001	23525000	chr1	23170001	23525000	355000	35000	248.46076458752515	97.0%	0.989	-9.868680499324668
chr1	23635001	23670000	chr1	23175001	23670000	495000	35000	192.22655122655124	97.0%	0.056	-0.9675336655000623
chr1	23980001	24015000	chr1	23750001	24015000	265000	35000	206.51482479784366	97.0%	0.989	-3.28691529891942
chr1	24140001	24185000	chr1	24140001	24490000	350000	45000	274.3079365079365	97.0%	0.994	-26.09413843072436
chr1	23520001	23555000	chr1	22955001	23555000	600000	35000	176.1238095238095	97.0%	0.065	2.0570571575248042
chr1	24125001	24165000	chr1	23795001	24165000	370000	40000	272.7753378378378	97.0%	0.99	-7.063317167874336
chr1	23860001	23900000	chr1	23860001	24145000	285000	40000	224.30701754385964	97.0%	0.912	-2.533216498175702
chr1	24345001	24380000	chr1	24345001	24580000	235000	35000	421.17629179331306	97.0%	0.958	-3.833778937759257
chr1	24160001	24205000	chr1	23795001	24205000	410000	45000	198.1070460704607	97.0%	0.989	-4.317079160339282
chr1	24925001	24970000	chr1	24430001	24970000	540000	45000	234.4074074074074	97.0%	0.983	-4.211936119189192
chr1	24430001	24475000	chr1	23945001	24475000	530000	45000	156.76519916142558	97.0%	0.982	-3.7031956357485503
chr1	24375001	24405000	chr1	24375001	24860000	485000	30000	143.77319587628867	97.0%	0.943	-4.133868989111385
chr1	25010001	25045000	chr1	24675001	25045000	370000	35000	362.8281853281854	97.0%	0.156	-2.328790514784173
chr1	24655001	24700000	chr1	24505001	24700000	195000	45000	332.71794871794873	97.0%	0.997	-2.413902408667224
chr1	26110001	26145000	chr1	25830001	26145000	315000	35000	200.42857142857142	97.0%	0.963	-10.73364493979224
chr1	25580001	25625000	chr1	25185001	25625000	440000	45000	204.1679292929293	97.0%	0.982	-3.619139969962268
chr1	26435001	26480000	chr1	26020001	26480000	460000	45000	165.78743961352657	97.0%	0.997	-8.828945645573064
chr1	25510001	25525000	chr1	25085001	25525000	440000	15000	163.8409090909091	97.0%	0.225	-2.052456356860461
chr1	25680001	25715000	chr1	25395001	25715000	320000	35000	334.4486607142857	97.0%	0.11099999999999999	-2.536271748119399
chr1	24540001	24585000	chr1	24540001	25100000	560000	45000	170.72619047619048	97.0%	0.802	-1.9727319963297925
chr1	25330001	25365000	chr1	25330001	25575000	245000	35000	146.05539358600583	97.0%	0.14	-1.6699924536291215
chr1	26030001	26050000	chr1	25545001	26050000	505000	20000	232.4628712871287	97.0%	0.989	-7.756238378226013
chr1	26140001	26180000	chr1	25810001	26180000	370000	40000	263.6739864864865	97.0%	0.0835	1.9930793278893004
chr1	26820001	26850000	chr1	26820001	27130000	310000	30000	277.1478494623656	97.0%	0.9065000000000001	-2.1057356687816005
chr1	26530001	26575000	chr1	26530001	26870000	340000	45000	347.77614379084963	97.0%	0.9484999999999999	-5.857104308185834
chr1	27125001	27160000	chr1	27125001	27665000	540000	35000	212.1362433862434	97.0%	0.9824999999999999	-19.040315437658798
chr1	27155001	27190000	chr1	27155001	27665000	510000	35000	120.41176470588235	97.0%	0.978	-5.894533047941478
chr1	27410001	27445000	chr1	26985001	27445000	460000	35000	168.84937888198758	97.0%	0.996	-11.315743690721304
chr1	26630001	26675000	chr1	26630001	26915000	285000	45000	198.60038986354778	97.0%	0.997	-20.260245235622875
chr1	27885001	27930000	chr1	27885001	28350000	465000	45000	147.65830346475508	97.0%	0.979	-7.046083786865491
chr1	26985001	27025000	chr1	26985001	27605000	620000	40000	169.53326612903226	97.0%	0.9564999999999999	-11.135651337497858
chr1	28585001	28620000	chr1	28245001	28620000	375000	35000	216.41904761904763	97.0%	0.238	-1.507030766511814
chr1	28070001	28115000	chr1	28070001	28370000	300000	45000	200.82037037037037	97.0%	0.133	-0.018049770428090382
chr1	28240001	28265000	chr1	27925001	28265000	340000	25000	199.3764705882353	97.0%	0.989	-3.6237087737797773
chr1	27720001	27765000	chr1	27720001	27970000	250000	45000	273.50666666666666	97.0%	0.829	-0.7753252180967143
chr1	27690001	27735000	chr1	27505001	27735000	230000	45000	267.8816425120773	97.0%	0.995	-4.707678032517681
chr1	27840001	27885000	chr1	27840001	28375000	535000	45000	156.88577362409137	97.0%	0.033	3.275089091542092
chr1	28600001	28635000	chr1	28600001	29200000	600000	35000	110.16547619047618	97.0%	0.9555	-3.2074041181239954
chr1	29180001	29220000	chr1	28795001	29220000	425000	40000	211.28823529411764	97.0%	0.04	5.822355915247085
chr1	28850001	28895000	chr1	28505001	28895000	390000	45000	252.7022792022792	97.0%	0.1005	1.6035666274032834
chr1	29595001	29630000	chr1	29320001	29630000	310000	35000	168.8917050691244	97.0%	0.97	-3.7754782468909247
chr1	29225001	29245000	chr1	28775001	29245000	470000	20000	180.32712765957447	97.0%	0.997	-8.393641488129612
chr1	29195001	29225000	chr1	29195001	30120000	925000	30000	95.35045045045045	97.0%	0.997	-21.293847552015073
chr1	29220001	29260000	chr1	29220001	30120000	900000	40000	128.95763888888888	97.0%	0.011	15.332369611087072
chr1	29495001	29535000	chr1	29495001	29905000	410000	40000	137.22865853658536	97.0%	0.383	-1.0854279950669747
chr1	29670001	29715000	chr1	29255001	29715000	460000	45000	208.56159420289856	97.0%	0.092	1.9856392214914313
chr1	30460001	30490000	chr1	30460001	30690000	230000	30000	386.80797101449275	97.0%	0.4355	-0.9943180730709413
chr1	30905001	30930000	chr1	30905001	31300000	395000	25000	220.45822784810125	97.0%	0.952	-3.3385695546177843
chr1	30510001	30540000	chr1	29670001	30540000	870000	30000	121.61590038314176	97.0%	0.0755	1.958857957951853
chr1	30430001	30465000	chr1	30430001	30690000	260000	35000	178.0164835164835	97.0%	0.9895	-9.697901037027451
chr1	30685001	30725000	chr1	29670001	30725000	1055000	40000	120.62203791469194	97.0%	0.028	12.711232413946155
chr1	31980001	32025000	chr1	31630001	32025000	395000	45000	195.80450070323488	97.0%	0.997	-13.53299165783973
chr1	32325001	32365000	chr1	32075001	32365000	290000	40000	417.72629310344826	97.0%	0.2965	-1.9656709562295023
chr1	32360001	32395000	chr1	31965001	32395000	430000	35000	231.16943521594683	97.0%	0.9815	-7.295965378712133
chr1	32390001	32430000	chr1	31960001	32430000	470000	40000	180.41489361702128	97.0%	0.2355	-0.4401006431059446
chr1	31705001	31750000	chr1	31705001	32200000	495000	45000	261.47250280583614	97.0%	0.964	-6.946525081820232
chr1	31685001	31705000	chr1	31685001	32150000	465000	20000	282.18279569892474	97.0%	0.847	-9.742913263712829
chr1	30780001	30825000	chr1	30780001	31185000	405000	45000	322.92866941015086	97.0%	0.064	2.081753360506605
chr1	31250001	31295000	chr1	31250001	31620000	370000	45000	180.17267267267266	97.0%	0.9715	-4.233037909910421
chr1	32215001	32260000	chr1	31750001	32260000	510000	45000	182.31699346405227	97.0%	0.985	-2.7224782289637397
chr1	32785001	32830000	chr1	32415001	32830000	415000	45000	151.30789825970547	97.0%	0.994	-8.257509509550994
chr1	33485001	33510000	chr1	33085001	33510000	425000	25000	176.13647058823528	97.0%	0.998	-20.33841713008354
chr1	32690001	32720000	chr1	32690001	33095000	405000	30000	250.97942386831275	97.0%	0.08	0.0791317979267527
chr1	32855001	32870000	chr1	32855001	33170000	315000	15000	312.4867724867725	97.0%	0.976	-12.4419149846762
chr1	34225001	34245000	chr1	33985001	34245000	260000	20000	152.96153846153845	97.0%	0.9555	-0.6973393085782416
chr1	33390001	33430000	chr1	33080001	33430000	350000	40000	185.875	97.0%	0.997	-14.4435767253896
chr1	33460001	33475000	chr1	33460001	33800000	340000	15000	276.3872549019608	97.0%	0.8795	-1.6580659437417515
chr1	34930001	34945000	chr1	34750001	34945000	195000	15000	237.83760683760684	97.0%	0.981	-2.2572483580035376
chr1	35425001	35465000	chr1	34840001	35465000	625000	40000	134.173	97.0%	0.683	-0.43360953417059467
chr1	34265001	34290000	chr1	34265001	34745000	480000	25000	111.04583333333332	97.0%	0.1875	0.2820471486252616
chr1	34465001	34500000	chr1	34155001	34500000	345000	35000	118.19668737060042	97.0%	0.965	-1.031792830607737
chr1	34075001	34115000	chr1	33615001	34115000	500000	40000	70.61	97.0%	0.983	-4.296262045865042
chr1	33660001	33690000	chr1	33660001	34725000	1065000	30000	46.02503912363068	97.0%	0.986	-18.752656380371604
chr1	34230001	34265000	chr1	34230001	34540000	310000	35000	112.04377880184332	97.0%	0.917	-1.2294790822843111
chr1	33820001	33850000	chr1	33820001	34075000	255000	30000	178.69281045751634	97.0%	0.933	-1.8716891868265433
chr1	34550001	34585000	chr1	33645001	34585000	940000	35000	35.53191489361702	97.0%	0.975	-7.000944013809806
chr1	34580001	34625000	chr1	33645001	34625000	980000	45000	56.64569160997732	97.0%	0.1365	-1.7521473246576458
chr1	34725001	34765000	chr1	33505001	34765000	1260000	40000	78.20535714285714	97.0%	0.1165	10.396091997129549
chr1	34115001	34155000	chr1	34115001	34755000	640000	40000	90.5927734375	97.0%	0.942	-3.3430705606913436
chr1	34515001	34550000	chr1	34515001	34750000	235000	35000	176.73860182370822	97.0%	0.233	-0.24980482176096225
chr1	35570001	35610000	chr1	35150001	35610000	460000	40000	205.5054347826087	97.0%	0.992	-5.816715658567114
chr1	34545001	34585000	chr1	34545001	34755000	210000	40000	151.86607142857142	97.0%	0.931	-1.2387358004560534
chr1	34775001	34805000	chr1	34775001	35190000	415000	30000	215.62248995983938	97.0%	0.077	1.2075077483538648
chr1	34800001	34845000	chr1	34800001	35190000	390000	45000	190.45584045584047	97.0%	0.9775	-4.862797467519986
chr1	34840001	34880000	chr1	34840001	35305000	465000	40000	192.7970430107527	97.0%	0.297	-0.9358136830450452
chr1	35540001	35575000	chr1	35140001	35575000	435000	35000	209.0032840722496	97.0%	0.071	2.4018068911474137
chr1	35795001	35815000	chr1	35300001	35815000	515000	20000	114.24514563106796	97.0%	0.982	-4.693962147639187
chr1	34935001	34975000	chr1	34935001	35455000	520000	40000	79.20913461538461	97.0%	0.9684999999999999	-2.7957783692095353
chr1	35150001	35185000	chr1	35150001	35775000	625000	35000	90.46971428571429	97.0%	0.973	-5.16796040029604
chr1	36845001	36875000	chr1	36845001	37410000	565000	30000	112.0811209439528	97.0%	0.473	-1.825742542454367
chr1	36870001	36915000	chr1	36870001	37410000	540000	45000	88.5761316872428	97.0%	0.929	-2.804151314115675
chr1	36470001	36495000	chr1	36085001	36495000	410000	25000	231.2268292682927	97.0%	0.993	-3.98839920919591
chr1	35510001	35540000	chr1	35510001	35805000	295000	30000	176.55649717514123	97.0%	0.965	-5.611160402531924
chr1	37455001	37495000	chr1	36320001	37495000	1175000	40000	85.83244680851064	97.0%	0.994	-15.557010147382067
chr1	36320001	36360000	chr1	36320001	36585000	265000	40000	491.6556603773585	97.0%	0.056	-0.7321544888837807
chr1	37350001	37395000	chr1	36510001	37395000	885000	45000	64.15065913370998	97.0%	0.981	-14.477010897136061
chr1	36690001	36725000	chr1	36690001	37440000	750000	35000	89.0304761904762	97.0%	0.357	-1.3198327052090368
chr1	38010001	38040000	chr1	37480001	38040000	560000	30000	164.0639880952381	97.0%	0.976	-3.153182941782059
chr1	36885001	36920000	chr1	36570001	36920000	350000	35000	118.68163265306123	97.0%	0.9735	-1.7778473932283978
chr1	37150001	37195000	chr1	36505001	37195000	690000	45000	63.709339774557165	97.0%	0.972	-1.9653785048773165
chr1	38510001	38550000	chr1	38160001	38550000	390000	40000	128.98878205128204	97.0%	0.964	-2.739310700051634
chr1	38545001	38590000	chr1	38095001	38590000	495000	45000	136.97979797979798	97.0%	0.484	-0.2190498511073113
chr1	37685001	37730000	chr1	37685001	38015000	330000	45000	303.6296296296296	97.0%	0.0595	1.1058823117711494
chr1	38720001	38760000	chr1	38050001	38760000	710000	40000	99.40140845070422	97.0%	0.713	-4.419065745349861
chr1	38585001	38625000	chr1	38055001	38625000	570000	40000	98.15570175438596	97.0%	0.9715	-3.044700226735541
chr1	37990001	38025000	chr1	37990001	39100000	1110000	35000	85.79407979407979	97.0%	0.995	-25.467480095119203
chr1	38290001	38330000	chr1	38290001	38810000	520000	40000	98.17908653846153	97.0%	0.933	-3.5345111198980907
chr1	38035001	38080000	chr1	37830001	38080000	250000	45000	410.6688888888889	97.0%	0.9895	-2.6360633189676737
chr1	38775001	38810000	chr1	38145001	38810000	665000	35000	113.10526315789473	97.0%	0.916	-8.60825457746181
chr1	39140001	39180000	chr1	39140001	39390000	250000	40000	302.0725	97.0%	0.9784999999999999	-7.408998651170241
chr1	39465001	39510000	chr1	39465001	39730000	265000	45000	282.5345911949686	97.0%	0.076	0.08447996292116201
chr1	39885001	39930000	chr1	39595001	39930000	335000	45000	261.9436152570481	97.0%	0.422	-2.8651676237584067
chr1	39215001	39260000	chr1	39215001	39545000	330000	45000	202.4983164983165	97.0%	0.974	-5.289492860243945
chr1	39740001	39765000	chr1	39315001	39765000	450000	25000	203.66222222222223	97.0%	0.993	-7.383352620174699
chr1	38815001	38855000	chr1	38815001	39405000	590000	40000	116.8792372881356	97.0%	0.968	-4.134912011661176
chr1	39535001	39575000	chr1	39535001	39965000	430000	40000	176.46366279069767	97.0%	0.976	-5.339506796280033
chr1	40505001	40530000	chr1	40505001	40850000	345000	25000	132.2463768115942	97.0%	0.919	-1.563591391372388
chr1	40050001	40095000	chr1	39585001	40095000	510000	45000	135.32679738562092	97.0%	0.994	-5.319206775005149
chr1	40035001	40075000	chr1	40035001	40395000	360000	40000	184.27256944444446	97.0%	0.985	-8.549927125203547
chr1	40855001	40875000	chr1	40515001	40875000	360000	20000	252.15625	97.0%	0.9944999999999999	-9.184932733295833
chr1	41410001	41455000	chr1	41080001	41455000	375000	45000	341.7540740740741	97.0%	0.217	-3.314763982717981
chr1	42220001	42265000	chr1	42220001	42475000	255000	45000	140.06100217864923	97.0%	0.965	-2.905611528907574
chr1	41540001	41585000	chr1	41290001	41585000	295000	45000	299.79849340866286	97.0%	0.986	-3.299283759022575
chr1	42025001	42055000	chr1	41485001	42055000	570000	30000	144.99269005847952	97.0%	0.0825	1.4848894361494052
chr1	41010001	41055000	chr1	41010001	41490000	480000	45000	207.45601851851853	97.0%	0.0685	1.069121427610782
chr1	42725001	42770000	chr1	42355001	42770000	415000	45000	211.4230254350736	97.0%	0.095	1.2877743669819333
chr1	42135001	42175000	chr1	42135001	42755000	620000	40000	159.70665322580646	97.0%	0.0495	0.5846410623039459
chr1	43125001	43170000	chr1	42745001	43170000	425000	45000	177.15686274509804	97.0%	0.245	0.2112209706897539
chr1	42680001	42725000	chr1	42345001	42725000	380000	45000	156.58040935672514	97.0%	0.981	-4.351488865580566
chr1	43345001	43360000	chr1	43345001	43710000	365000	15000	239.2511415525114	97.0%	0.886	-3.6624148373591705
chr1	44025001	44060000	chr1	43530001	44060000	530000	35000	190.2722371967655	97.0%	0.20500000000000002	0.04852561299093579
chr1	42570001	42610000	chr1	42570001	42910000	340000	40000	166.16544117647058	97.0%	0.14400000000000002	0.3580283290642258
chr1	43095001	43130000	chr1	42750001	43130000	380000	35000	102.1484962406015	97.0%	0.996	-10.34342819939057
chr1	42725001	42770000	chr1	42725001	43045000	320000	45000	263.50347222222223	97.0%	0.9695	-3.69476236449175
chr1	44660001	44705000	chr1	44660001	45010000	350000	45000	256.3285714285714	97.0%	0.9675	-3.2119391353500655
chr1	44780001	44825000	chr1	44780001	45285000	505000	45000	194.5071507150715	97.0%	0.983	-6.978428930788306
chr1	44680001	44715000	chr1	43990001	44715000	725000	35000	124.73399014778326	97.0%	0.995	-10.019843614014004
