chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr1	21395001	21450000	chr1	21395001	21655000	260000	55000	8.161053585562899	97.0%	0.6185	-1.0127691659472997
chr1	20770001	20810000	chr1	20770001	20935000	165000	40000	12.905088242885125	97.0%	0.526	-1.2808424254717032
chr1	23820001	23905000	chr1	23820001	24035000	215000	85000	10.876868714873027	97.0%	0.696	-1.2258846674196955
chr1	22600001	22620000	chr1	22600001	22800000	200000	20000	8.748020638021744	97.0%	0.3075	-0.6750750107440661
chr1	23985001	24065000	chr1	23825001	24065000	240000	80000	10.89490393927398	97.0%	0.3415	-0.8480984149483177
chr1	24060001	24120000	chr1	23960001	24120000	160000	60000	10.949909296454116	97.0%	0.705	-1.4884646594914357
chr1	24465001	24520000	chr1	24465001	24745000	280000	55000	7.336066441058818	97.0%	0.654	-2.0280075194398535
chr1	30895001	30965000	chr1	30765001	30965000	200000	70000	11.291418781800926	97.0%	0.704	-0.9491364871688162
chr1	30750001	30775000	chr1	30750001	31020000	270000	25000	6.4878924884424745	97.0%	0.654	-2.7823062181951737
chr1	33350001	33405000	chr1	33265001	33405000	140000	55000	14.281697239261064	97.0%	0.7055	-0.8678556906525834
chr1	32680001	32700000	chr1	32680001	32875000	195000	20000	8.19000479417094	97.0%	0.599	-0.9510672111297076
chr1	34135001	34190000	chr1	33985001	34190000	205000	55000	10.306068205985184	97.0%	0.703	-0.6226426084680915
chr1	34195001	34240000	chr1	34195001	34560000	365000	45000	7.274671800840537	97.0%	0.066	0.39133480562323897
chr1	34235001	34320000	chr1	34235001	34520000	285000	85000	8.197396186800209	97.0%	0.7	-3.9322991215821754
chr1	34075001	34140000	chr1	33985001	34140000	155000	65000	11.44026288213589	97.0%	0.705	-2.249517269533787
chr1	33980001	34055000	chr1	33980001	34230000	250000	75000	9.520860610380764	97.0%	0.39249999999999996	-0.42242911414487
chr1	35680001	35735000	chr1	35475001	35735000	260000	55000	8.828245642883347	97.0%	0.704	-1.3983357955801832
chr1	34870001	34910000	chr1	34640001	34910000	270000	40000	9.573421462864843	97.0%	0.3395	-0.5723151025807254
chr1	35380001	35430000	chr1	35380001	35575000	195000	50000	9.04825284354985	97.0%	0.629	-1.2684414472640244
chr1	36020001	36085000	chr1	35720001	36085000	365000	65000	7.786779365756535	97.0%	0.702	-3.8939943039056337
chr1	36075001	36150000	chr1	35670001	36150000	480000	75000	6.8398931551518	97.0%	0.7015	-2.3233968290163474
chr1	37150001	37235000	chr1	36755001	37235000	480000	85000	6.912993693772869	97.0%	0.705	-5.957131343088703
chr1	35775001	35815000	chr1	35775001	36170000	395000	40000	6.408235331091708	97.0%	0.7	-6.973144548014988
chr1	36695001	36735000	chr1	36520001	36735000	215000	40000	12.45870563558487	97.0%	0.706	-3.52647739687486
chr1	37045001	37120000	chr1	36775001	37120000	345000	75000	9.090183410127304	97.0%	0.7	-7.714145253841142
chr1	37230001	37265000	chr1	36725001	37265000	540000	35000	6.391355084559936	97.0%	0.6	0.49439042882519496
chr1	37415001	37465000	chr1	37415001	37605000	190000	50000	12.858904046081033	97.0%	0.703	-3.429167328039848
chr1	37620001	37650000	chr1	37310001	37650000	340000	30000	10.163019612981083	97.0%	0.050499999999999996	2.938876209842359
chr1	36515001	36565000	chr1	36515001	36760000	245000	50000	13.023294972154725	97.0%	0.011	3.336344434350461
chr1	37860001	37890000	chr1	37860001	38050000	190000	30000	11.70603889971406	97.0%	0.5485	-1.679701035044714
chr1	38800001	38830000	chr1	38175001	38830000	655000	30000	4.099034735410171	97.0%	0.706	-6.247609402273333
chr1	39335001	39380000	chr1	39335001	39535000	200000	45000	11.919836995262155	97.0%	0.658	-2.153853091617251
chr1	39525001	39540000	chr1	39395001	39540000	145000	15000	12.749170272571014	97.0%	0.706	-1.778621529144326
chr1	39950001	40000000	chr1	39605001	40000000	395000	50000	7.596436186275085	97.0%	0.697	-1.119677305615286
chr1	39520001	39535000	chr1	39520001	39685000	165000	15000	10.63884609047001	97.0%	0.552	-2.3871922296139187
chr1	38675001	38755000	chr1	38505001	38755000	250000	80000	11.557706954370639	97.0%	0.7035	-5.0841886388600255
chr1	38955001	38985000	chr1	38825001	38985000	160000	30000	12.276523507004013	97.0%	0.706	-2.075520622316293
chr1	40190001	40235000	chr1	40010001	40235000	225000	45000	8.355716518480806	97.0%	0.702	-3.4864667740987842
chr1	43065001	43120000	chr1	42870001	43120000	250000	55000	9.581956502609147	97.0%	0.7035	-0.5622748007072033
chr1	42225001	42300000	chr1	42085001	42300000	215000	75000	8.520335426202	97.0%	0.704	-0.7379266968414154
chr1	43585001	43655000	chr1	43305001	43655000	350000	70000	7.897214128861141	97.0%	0.702	-2.2098353936993975
chr1	44270001	44300000	chr1	44270001	44460000	190000	30000	5.986811906231092	97.0%	0.669	-1.5694249407418404
chr1	44080001	44105000	chr1	43750001	44105000	355000	25000	7.811738682202893	97.0%	0.705	-4.808529328045565
chr1	43840001	43905000	chr1	43745001	43905000	160000	65000	13.107339490774471	97.0%	0.705	-2.3275378246640024
chr1	44345001	44410000	chr1	44215001	44410000	195000	65000	6.840009786481313	97.0%	0.705	-1.2752317791168044
chr1	44405001	44475000	chr1	44305001	44475000	170000	70000	10.617382465238153	97.0%	0.7015	-0.2793469167240679
chr1	51420001	51470000	chr1	51280001	51470000	190000	50000	9.113024823730784	97.0%	0.705	-0.7943910410928234
chr1	51630001	51710000	chr1	51320001	51710000	390000	80000	5.501237772687105	97.0%	0.706	-4.670088800043394
chr1	51960001	52010000	chr1	51630001	52010000	380000	50000	7.15755033785188	97.0%	0.703	-1.5994826733005176
chr1	51855001	51935000	chr1	51620001	51935000	315000	80000	7.7418897138453895	97.0%	0.7	-5.468900662750736
chr1	52110001	52130000	chr1	51625001	52130000	505000	20000	5.489654340586458	97.0%	0.705	-4.078392328689425
chr1	51710001	51740000	chr1	51710001	51990000	280000	30000	6.861083578959668	97.0%	0.671	-3.662271894298325
chr1	52580001	52650000	chr1	52285001	52650000	365000	70000	8.492921790793837	97.0%	0.168	-0.26089946105489814
chr1	54135001	54215000	chr1	54135001	54320000	185000	80000	12.587194888428314	97.0%	0.663	-2.4232577010307383
chr1	53450001	53505000	chr1	53450001	53650000	200000	55000	9.981400101607663	97.0%	0.553	-1.3965762709319993
chr1	53990001	54050000	chr1	53990001	54220000	230000	60000	9.227344275618798	97.0%	0.654	-1.6980751640138039
chr1	52755001	52795000	chr1	52645001	52795000	150000	40000	15.631634239214717	97.0%	0.706	-2.4604744056835557
chr1	52790001	52875000	chr1	52635001	52875000	240000	85000	11.219218678014759	97.0%	0.705	-2.2587512655596704
chr1	52870001	52955000	chr1	52635001	52955000	320000	85000	7.298360584730413	97.0%	0.706	-3.134713828773535
chr1	52975001	53050000	chr1	52630001	53050000	420000	75000	6.037930902360943	97.0%	0.704	-2.488337127305779
chr1	55175001	55240000	chr1	55175001	55380000	205000	65000	12.534127539338357	97.0%	0.658	-1.6860267963971747
chr1	54645001	54730000	chr1	54645001	55010000	365000	85000	8.38112523176325	97.0%	0.682	-2.344245162760833
chr1	55390001	55430000	chr1	55390001	55875000	485000	40000	6.419085171896654	97.0%	0.011	3.121869761283352
chr1	56420001	56475000	chr1	56420001	56610000	190000	55000	9.357619118580455	97.0%	0.617	-1.222957776001223
chr1	57400001	57445000	chr1	57400001	58120000	720000	45000	4.132430761648096	97.0%	0.368	0.9016669968742976
chr1	56725001	56790000	chr1	56725001	56965000	240000	65000	7.9291949980526555	97.0%	0.642	-1.355451760425985
chr1	58450001	58500000	chr1	58450001	58700000	250000	50000	11.399961134125409	97.0%	0.66	-2.5301358339298954
chr1	58995001	59050000	chr1	58995001	59270000	275000	55000	10.252503085962884	97.0%	0.197	0.35114521941653776
chr1	59170001	59255000	chr1	59020001	59255000	235000	85000	11.002206435693655	97.0%	0.706	-2.2504544900686154
chr1	58495001	58550000	chr1	58495001	58650000	155000	55000	16.16684379559619	97.0%	0.641	-1.7450664391219604
chr1	58745001	58795000	chr1	58745001	59165000	420000	50000	8.53243284061767	97.0%	0.005	2.161800688190226
chr1	59900001	59965000	chr1	59900001	60115000	215000	65000	12.408257528123904	97.0%	0.68	-5.867719745210056
chr1	59470001	59550000	chr1	59320001	59550000	230000	80000	10.923289939129427	97.0%	0.7024999999999999	-4.111595359609353
chr1	60115001	60170000	chr1	59870001	60170000	300000	55000	8.446867384657638	97.0%	0.705	-2.2050436862645313
chr1	58890001	58905000	chr1	58890001	59150000	260000	15000	8.34510214506014	97.0%	0.507	-1.8255905870783509
chr1	59335001	59420000	chr1	59335001	59625000	290000	85000	8.826051503468932	97.0%	0.694	-5.884466535615185
chr1	59235001	59270000	chr1	59235001	59650000	415000	35000	6.454267881020749	97.0%	0.611	-3.334230173926667
chr1	60495001	60555000	chr1	60495001	60865000	370000	60000	7.502182275705894	97.0%	0.6034999999999999	-1.7835076777405006
chr1	60545001	60610000	chr1	60545001	60805000	260000	65000	9.473905559815057	97.0%	0.583	-2.426350375141982
chr1	61475001	61550000	chr1	61370001	61550000	180000	75000	8.099063600776292	97.0%	0.705	-1.4904954557585754
chr1	60800001	60875000	chr1	60515001	60875000	360000	75000	8.676958943025847	97.0%	0.3755	0.7436828399873472
chr1	61630001	61690000	chr1	61630001	61775000	145000	60000	12.376085182604148	97.0%	0.604	-1.1885795681023479
chr1	64250001	64310000	chr1	64120001	64310000	190000	60000	11.278818645143495	97.0%	0.705	-2.409160971600136
chr1	63170001	63190000	chr1	63170001	63355000	185000	20000	10.661688446182321	97.0%	0.427	-1.1881216531843497
chr1	62660001	62715000	chr1	62545001	62715000	170000	55000	9.91186061945909	97.0%	0.705	-1.1391898874085642
chr1	62710001	62795000	chr1	62545001	62795000	250000	85000	9.978481462480644	97.0%	0.704	-1.7291116986442787
chr1	62790001	62830000	chr1	62695001	62830000	135000	40000	13.304237740772635	97.0%	0.706	-1.726894942939256
chr1	64375001	64405000	chr1	64125001	64405000	280000	30000	6.081832116142306	97.0%	0.704	-3.4494400072872917
chr1	64400001	64465000	chr1	63655001	64465000	810000	65000	4.622203426434987	97.0%	0.014499999999999999	5.00628727857882
chr1	64450001	64535000	chr1	64450001	64610000	160000	85000	13.996915187885316	97.0%	0.6859999999999999	-0.7643838558177897
chr1	64300001	64380000	chr1	64135001	64380000	245000	80000	9.215234882076722	97.0%	0.703	-2.010301621945893
chr1	64115001	64195000	chr1	64115001	64400000	285000	80000	8.27912374160539	97.0%	0.641	-2.1579448897524354
chr1	64530001	64615000	chr1	64530001	64705000	175000	85000	14.13969526181805	97.0%	0.7	-0.8427991262522576
chr1	66160001	66235000	chr1	66160001	66360000	200000	75000	10.796674152803364	97.0%	0.6134999999999999	-1.2548343006084117
chr1	66225001	66290000	chr1	66225001	66375000	150000	65000	12.15919945998306	97.0%	0.656	-1.7722342537594988
chr1	66640001	66695000	chr1	66640001	66840000	200000	55000	9.744470671549028	97.0%	0.691	-2.0225161797748608
chr1	70195001	70240000	chr1	70040001	70240000	200000	45000	6.747098114287741	97.0%	0.705	-0.9164263943750823
chr1	70990001	71055000	chr1	70990001	71185000	195000	65000	11.197122227962044	97.0%	0.633	-0.6045391848734644
chr1	72555001	72585000	chr1	72310001	72585000	275000	30000	8.166327341421034	97.0%	0.676	-0.4987062765334133
chr1	75250001	75330000	chr1	74935001	75330000	395000	80000	8.678381845652018	97.0%	0.548	-1.2487075274724428
chr1	74860001	74935000	chr1	74860001	75050000	190000	75000	13.772076967994968	97.0%	0.6895	-1.855564340419504
chr1	78480001	78520000	chr1	78480001	78725000	245000	40000	8.815383226871422	97.0%	0.655	-2.2677795979557756
chr1	78520001	78555000	chr1	78520001	78725000	205000	35000	11.390060744920435	97.0%	0.063	0.2974783646253331
chr1	80425001	80510000	chr1	80225001	80510000	285000	85000	10.263539254189261	97.0%	0.706	-2.624059162302592
chr1	79870001	79930000	chr1	79675001	79930000	255000	60000	8.312729392734365	97.0%	0.705	-1.192397944268153
chr1	80965001	80980000	chr1	80830001	80980000	150000	15000	11.347805380124113	97.0%	0.706	-1.5265877388594147
chr1	80050001	80120000	chr1	79780001	80120000	340000	70000	6.944050698966906	97.0%	0.5349999999999999	-0.5670634454915648
chr1	80115001	80175000	chr1	79780001	80175000	395000	60000	5.05338525806643	97.0%	0.704	-2.007540903348458
chr1	80670001	80710000	chr1	80580001	80710000	130000	40000	14.084491172291472	97.0%	0.706	-6.681101585807633
chr1	82295001	82310000	chr1	82080001	82310000	230000	15000	7.541434112063588	97.0%	0.706	-1.715031261033256
chr1	82715001	82755000	chr1	82715001	83000000	285000	40000	8.297858190298536	97.0%	0.684	-4.523278117987593
chr1	82925001	83005000	chr1	82820001	83005000	185000	80000	10.562041014336955	97.0%	0.706	-1.4559291512103196
chr1	84895001	84955000	chr1	84710001	84955000	245000	60000	8.703299861693589	97.0%	0.706	-1.5766226463568516
chr1	85080001	85125000	chr1	85080001	85615000	535000	45000	2.7465024308097368	97.0%	0.486	0.12169481554241345
chr1	86340001	86360000	chr1	86075001	86360000	285000	20000	12.983653443047231	97.0%	0.706	-11.428498931007173
chr1	85575001	85640000	chr1	85575001	85840000	265000	65000	8.280923590897224	97.0%	0.633	-2.03331201422321
chr1	86870001	86935000	chr1	86645001	86935000	290000	65000	9.324337820473618	97.0%	0.6995	-3.4816683165130797
chr1	87065001	87130000	chr1	86605001	87130000	525000	65000	5.858745189148495	97.0%	0.706	-6.5266393504229026
chr1	87710001	87775000	chr1	87435001	87775000	340000	65000	8.995341076752236	97.0%	0.706	-2.635320106754182
chr1	87475001	87535000	chr1	87475001	87715000	240000	60000	11.498691601107959	97.0%	0.6765000000000001	-2.3599056596363255
chr1	86910001	86970000	chr1	86910001	87060000	150000	60000	14.270278982708335	97.0%	0.497	-1.5675195837124254
chr1	88690001	88740000	chr1	88410001	88740000	330000	50000	9.413226602787187	97.0%	0.019	4.200396891222069
chr1	88125001	88205000	chr1	88125001	88315000	190000	80000	10.877826797848567	97.0%	0.7015	-2.214834406288223
chr1	88725001	88770000	chr1	88725001	89190000	465000	45000	4.879657239399275	97.0%	0.442	-0.8955565113122459
chr1	89920001	89945000	chr1	89640001	89945000	305000	25000	7.130354277688875	97.0%	0.494	-0.7813040395187281
chr1	91100001	91175000	chr1	91100001	91360000	260000	75000	9.340231596257532	97.0%	0.674	-2.1173054111326177
chr1	90955001	90990000	chr1	90955001	91240000	285000	35000	8.770320748453646	97.0%	0.115	-0.6247994173308514
chr1	91460001	91510000	chr1	91305001	91510000	205000	50000	11.051631884573691	97.0%	0.705	-1.790664623320774
chr1	91505001	91565000	chr1	91305001	91565000	260000	60000	9.21628134008774	97.0%	0.705	-1.6631992173623773
chr1	90635001	90680000	chr1	90635001	90965000	330000	45000	7.204571176109413	97.0%	0.0865	0.11945346300826794
chr1	91950001	91980000	chr1	91950001	92255000	305000	30000	7.495906942656416	97.0%	0.517	-1.7354917842138118
chr1	92625001	92665000	chr1	92465001	92665000	200000	40000	10.979239453138016	97.0%	0.706	-1.7939321056133257
chr1	92850001	92910000	chr1	92630001	92910000	280000	60000	7.4747902798321	97.0%	0.705	-1.6033968922332744
chr1	93040001	93095000	chr1	92945001	93095000	150000	55000	13.563994678379968	97.0%	0.706	-2.4387037541148135
chr1	93515001	93570000	chr1	93355001	93570000	215000	55000	10.154409243046318	97.0%	0.706	-2.344246394334657
chr1	93750001	93835000	chr1	93500001	93835000	335000	85000	8.689539105666142	97.0%	0.706	-2.031383022708184
chr1	94090001	94140000	chr1	93850001	94140000	290000	50000	7.024897702651195	97.0%	0.706	-2.9835328570975737
chr1	93835001	93905000	chr1	93835001	94080000	245000	70000	4.947114201149667	97.0%	0.667	-0.8272137302522363
chr1	93900001	93980000	chr1	93900001	94080000	180000	80000	6.382434553977008	97.0%	0.707	-1.9281128768262599
chr1	93805001	93840000	chr1	93805001	94080000	275000	35000	8.035176782413114	97.0%	0.093	-0.14276662501087092
chr1	95375001	95440000	chr1	95375001	95660000	285000	65000	9.198826659435339	97.0%	0.64	-1.6735209504972657
chr1	95265001	95330000	chr1	95170001	95330000	160000	65000	12.158563111927641	97.0%	0.705	-1.2384191831811886
chr1	94710001	94795000	chr1	94645001	94795000	150000	85000	inf	97.0%	0.654	-1.0684662140660222
chr1	95740001	95780000	chr1	95235001	95780000	545000	40000	6.060161501806629	97.0%	0.047	3.7869278306118987
chr1	97670001	97705000	chr1	97030001	97705000	675000	35000	5.060144939402286	97.0%	0.07	2.482738105344558
chr1	97700001	97775000	chr1	97480001	97775000	295000	75000	8.105719186716136	97.0%	0.706	-2.301130044827511
chr1	97785001	97805000	chr1	97785001	98010000	225000	20000	7.378163316622076	97.0%	0.455	-1.0392963368832198
chr1	97770001	97820000	chr1	97630001	97820000	190000	50000	9.87760116733001	97.0%	0.7055	-1.2910367171616803
chr1	106280001	106315000	chr1	106150001	106315000	165000	35000	11.895764865132564	97.0%	0.706	-8.180390477696333
chr1	105820001	105885000	chr1	105820001	106055000	235000	65000	9.314345721150017	97.0%	0.703	-3.472829874093217
chr1	104980001	105010000	chr1	104980001	105640000	660000	30000	4.0465247276944	97.0%	0.036000000000000004	2.075132822513547
chr1	106310001	106360000	chr1	106155001	106360000	205000	50000	13.708817535327793	97.0%	0.355	-5.48448202844028
chr1	106355001	106410000	chr1	106060001	106410000	350000	55000	9.424040386678124	97.0%	0.697	-0.27529685513089586
chr1	106755001	106835000	chr1	106415001	106835000	420000	80000	6.830081641536354	97.0%	0.706	-6.534882578755927
chr1	108670001	108730000	chr1	108590001	108730000	140000	60000	11.976118968403007	97.0%	0.706	-0.5949766145208748
chr1	111690001	111720000	chr1	111690001	111795000	105000	30000	9.64282343787938	97.0%	0.637	-0.7269200532493729
chr1	118520001	118580000	chr1	118305001	118580000	275000	60000	8.878949428597835	97.0%	0.706	-3.0137821857787865
chr1	119690001	119740000	chr1	119545001	119740000	195000	50000	10.255961837836836	97.0%	0.706	-1.263116125757151
chr1	120345001	120380000	chr1	120175001	120380000	205000	35000	9.233775249756464	97.0%	0.705	-1.54664115524439
chr1	120350001	120380000	chr1	120350001	120555000	205000	30000	9.735803872245674	97.0%	0.261	-1.712315315032088
chr1	126410001	126465000	chr1	126200001	126465000	265000	55000	5.833306375766198	97.0%	0.702	-0.8690046151989215
chr1	126765001	126805000	chr1	126765001	127070000	305000	40000	2.8944998593504443	97.0%	0.7	-1.3283429635139623
chr1	127695001	127780000	chr1	127505001	127780000	275000	85000	9.45569646132597	97.0%	0.706	-3.791643487451268
chr1	128100001	128170000	chr1	128015001	128170000	155000	70000	13.177471393231212	97.0%	0.706	-1.0579225977384974
chr1	127765001	127820000	chr1	127765001	128285000	520000	55000	5.1937132682128455	97.0%	0.681	-3.4440006458875594
chr1	128165001	128240000	chr1	127910001	128240000	330000	75000	8.27802234867778	97.0%	0.703	-0.6427701446524824
chr1	129410001	129465000	chr1	129410001	129600000	190000	55000	9.022268937066242	97.0%	0.5945	-0.8188285815198877
chr1	132120001	132175000	chr1	131935001	132175000	240000	55000	11.321408022942073	97.0%	0.706	-4.505078335095036
chr1	131070001	131115000	chr1	130780001	131115000	335000	45000	9.168159993757493	97.0%	0.705	-4.0796881042709465
chr1	130630001	130680000	chr1	130630001	130965000	335000	50000	8.18042574137917	97.0%	0.649	-2.3112706809250447
chr1	130540001	130595000	chr1	130540001	130890000	350000	55000	7.804625114294095	97.0%	0.0625	-0.3515505981800559
chr1	131905001	131985000	chr1	131595001	131985000	390000	80000	7.799197486451804	97.0%	0.706	-3.719896236006347
chr1	131655001	131700000	chr1	131655001	131900000	245000	45000	12.320035234294213	97.0%	0.69	-4.318257221668502
chr1	133135001	133165000	chr1	133135001	133355000	220000	30000	12.056275445029982	97.0%	0.5865	-2.674820795689539
chr1	134500001	134515000	chr1	134390001	134515000	125000	15000	15.153745353723382	97.0%	0.706	-3.4977879660190943
chr1	134875001	134940000	chr1	134620001	134940000	320000	65000	8.969763278740901	97.0%	0.706	-4.164369887116041
chr1	134935001	134980000	chr1	134620001	134980000	360000	45000	6.992308397705833	97.0%	0.7044999999999999	-2.677967063056179
chr1	134660001	134735000	chr1	134660001	134970000	310000	75000	9.805178392962974	97.0%	0.5195000000000001	-4.07523738563044
chr1	135430001	135445000	chr1	135430001	135645000	215000	15000	10.525254346874055	97.0%	0.347	-1.2074868256110067
chr1	136355001	136440000	chr1	136130001	136440000	310000	85000	8.990346189399805	97.0%	0.7035	-7.140564496730172
chr1	135115001	135160000	chr1	134965001	135160000	195000	45000	13.322622727096306	97.0%	0.706	-3.253382365473433
chr1	136440001	136475000	chr1	136060001	136475000	415000	35000	8.177087404963958	97.0%	0.051	2.8622073313612324
chr1	135955001	135990000	chr1	135745001	135990000	245000	35000	10.108559085125512	97.0%	0.705	-2.4403850553473627
chr1	136470001	136545000	chr1	136060001	136545000	485000	75000	5.980119534077969	97.0%	0.706	-5.077447563064184
chr1	136235001	136300000	chr1	136235001	136500000	265000	65000	10.180312194707149	97.0%	0.676	-2.3275868957137322
chr1	136770001	136855000	chr1	136770001	136970000	200000	85000	11.285233904789788	97.0%	0.6465000000000001	-0.8950830453063208
chr1	136715001	136760000	chr1	136530001	136760000	230000	45000	12.330027130425243	97.0%	0.6435	2.0401945715389305
chr1	137295001	137355000	chr1	137295001	137545000	250000	60000	6.7420120151169565	97.0%	0.6785000000000001	-1.5912547265537669
chr1	138625001	138655000	chr1	138340001	138655000	315000	30000	8.068599513676386	97.0%	0.236	-3.632006764031639
chr1	137700001	137760000	chr1	137550001	137760000	210000	60000	8.988678963572093	97.0%	0.704	-1.6510508943384146
chr1	138295001	138340000	chr1	138110001	138340000	230000	45000	9.614621952939618	97.0%	0.706	-4.605235357040045
chr1	138335001	138405000	chr1	138070001	138405000	335000	70000	7.372690373257329	97.0%	0.706	-3.4940609442432957
chr1	138400001	138450000	chr1	138070001	138450000	380000	50000	6.202077102892856	97.0%	0.702	-2.3682850151231603
chr1	138775001	138845000	chr1	138320001	138845000	525000	70000	4.687392189951153	97.0%	0.706	-3.9120593235755474
chr1	138885001	138965000	chr1	138885001	139100000	215000	80000	12.882513551688282	97.0%	0.691	-5.568104482862629
chr1	138820001	138860000	chr1	138820001	139350000	530000	40000	6.558477361902038	97.0%	0.044	2.822530386361533
chr1	139945001	140010000	chr1	139835001	140010000	175000	65000	10.303369065586983	97.0%	0.703	-0.5301408612152105
chr1	142485001	142540000	chr1	142430001	142540000	110000	55000	13.171086796609165	97.0%	0.7044999999999999	-0.9226310802689602
chr1	143115001	143130000	chr1	143115001	143295000	180000	15000	9.706417937066693	97.0%	0.4625	-1.2440682138037917
chr1	144310001	144385000	chr1	144185001	144385000	200000	75000	12.702361633641127	97.0%	0.638	-0.49978946310546135
chr1	149470001	149530000	chr1	149470001	149730000	260000	60000	5.846855258445125	97.0%	0.646	-1.0990853209136047
chr1	150245001	150275000	chr1	149810001	150275000	465000	30000	5.6952342475456135	97.0%	0.237	0.4128506512269002
chr1	150270001	150330000	chr1	149790001	150330000	540000	60000	4.247503931250123	97.0%	0.702	-2.582303253391483
chr1	150325001	150395000	chr1	149790001	150395000	605000	70000	4.045422822198404	97.0%	0.699	-2.280371678097603
chr1	151320001	151380000	chr1	151135001	151380000	245000	60000	11.105812769829056	97.0%	0.672	-0.581095543008271
chr1	151025001	151070000	chr1	151025001	151410000	385000	45000	6.939111377092356	97.0%	0.682	-4.621145527347163
chr1	151475001	151545000	chr1	151475001	151705000	230000	70000	10.962026987700611	97.0%	0.694	-2.301250852760552
chr1	150935001	151020000	chr1	150765001	151020000	255000	85000	8.937011747955008	97.0%	0.703	-0.681670697677461
chr1	151405001	151475000	chr1	151405001	151765000	360000	70000	7.313617321350288	97.0%	0.6915	-2.3752253307273437
chr1	151815001	151890000	chr1	151815001	152325000	510000	75000	5.266635540368315	97.0%	0.494	0.023487880822528173
chr1	152225001	152300000	chr1	151835001	152300000	465000	75000	5.931348083752869	97.0%	0.698	-4.212513310051065
chr1	152440001	152520000	chr1	152265001	152520000	255000	80000	7.531726462805611	97.0%	0.704	-1.129136639043013
chr1	153210001	153265000	chr1	153090001	153265000	175000	55000	13.945458379737433	97.0%	0.706	-2.382951627009562
chr1	152755001	152810000	chr1	152755001	153100000	345000	55000	9.189637527119059	97.0%	0.036	0.49672061266808104
chr1	153405001	153460000	chr1	152960001	153460000	500000	55000	6.70916689078991	97.0%	0.706	-6.793406040184068
chr1	152910001	152980000	chr1	152910001	153060000	150000	70000	15.041293664590414	97.0%	0.612	-1.5838726989791494
