chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
chr12	80110001	80155000	chr12	79585001	80155000	570000	45000	6.419517189341882	97.0%	0.0995	5.299238642716401
chr12	102705001	102750000	chr12	102470001	102750000	280000	45000	10.776538788014033	97.0%	0.013999999999999999	5.295188013003204
chr13	102635001	102675000	chr13	101715001	102675000	960000	40000	4.051596631200167	98.0%	0.0275	5.229829126319371
chr6	127125001	127165000	chr6	127125001	127380000	255000	40000	13.951944669222224	98.5%	0.003	5.1725218942043805
chr7	141160001	141200000	chr7	140840001	141200000	360000	40000	10.39944108418027	97.0%	0.012	5.1676498489267795
chrX	166155001	166190000	chrX	166155001	166365000	210000	35000	4.772081420694188	97.0%	0.0695	5.1639238656885125
chr10	93040001	93090000	chr10	93040001	93575000	535000	50000	6.463157198820442	97.0%	0.005	5.144640280994404
chr13	51410001	51440000	chr13	51000001	51440000	440000	30000	8.592541953794095	97.5%	0.009000000000000001	5.141603515495592
chr4	102485001	102525000	chr4	102485001	102660000	175000	40000	18.955662589409883	98.0%	0.001	5.135145474367605
chr14	60785001	60820000	chr14	60785001	61225000	440000	35000	6.289417122991082	97.5%	0.0175	5.085787846440882
chr8	126575001	126610000	chr8	126575001	126925000	350000	35000	11.227728508720517	99.0%	0.005	5.041641831176004
chr14	69855001	69885000	chr14	69855001	70145000	290000	30000	11.022626665266351	98.5%	0.017	5.038135996522606
chr13	54785001	54815000	chr13	54785001	55180000	395000	30000	9.676812040661543	97.5%	0.004	5.033390831389367
chr1	64400001	64465000	chr1	63655001	64465000	810000	65000	4.622203426434987	97.0%	0.014499999999999999	5.00628727857882
chr13	33065001	33095000	chr13	32855001	33095000	240000	30000	13.66978939700259	99.0%	0.0055	4.989949792168017
chr2	58025001	58070000	chr2	58025001	58445000	420000	45000	9.169676607424574	97.0%	0.002	4.957708603463164
chr18	79990001	80020000	chr18	79990001	80190000	200000	30000	13.333554495141227	99.0%	0.0055	4.932577361181814
chr16	30490001	30540000	chr16	30245001	30540000	295000	50000	10.577459586312093	97.0%	0.017	4.929576749579377
chr4	130770001	130805000	chr4	130770001	130960000	190000	35000	15.539335016619068	98.0%	0.003	4.920246303770873
chr8	94320001	94355000	chr8	94320001	94500000	180000	35000	18.381034400765895	99.0%	0.006	4.903844077607923
chr10	95415001	95490000	chr10	94985001	95490000	505000	75000	7.9149931516751515	98.0%	0.029	4.8648650056824385
chr3	105880001	105915000	chr3	105670001	105915000	245000	35000	12.963845323745938	98.0%	0.017	4.851261794538259
chr19	24280001	24320000	chr19	24280001	24650000	370000	40000	10.466098012689415	97.5%	0.0045000000000000005	4.847763038863593
chr3	129290001	129325000	chr3	129290001	129735000	445000	35000	6.897290770884095	97.5%	0.01	4.8458723641927
chr2	31140001	31170000	chr2	30945001	31170000	225000	30000	17.994504602703003	98.5%	0.005	4.845159886796672
chr4	59320001	59360000	chr4	59080001	59360000	280000	40000	11.627386260027967	97.0%	0.07050000000000001	4.8273610427270155
chr12	34655001	34700000	chr12	34655001	35190000	535000	45000	6.250334253185062	97.0%	0.008	4.8266017966838595
chr16	95930001	95960000	chr16	95620001	95960000	340000	30000	9.579199423055853	98.5%	0.099	4.785587734546871
chr18	80710001	80750000	chr18	80470001	80750000	280000	40000	12.174646725891014	97.0%	0.004	4.717612760940639
chr9	66135001	66175000	chr9	66135001	66515000	380000	40000	11.013320545486811	98.0%	0.003	4.715401439847007
chr13	75215001	75250000	chr13	75215001	75905000	690000	35000	5.302766238349813	97.0%	0.023	4.688679485075409
chr6	5370001	5405000	chr6	4890001	5405000	515000	35000	6.530455933702444	97.0%	0.013	4.678281022118643
chr10	122790001	122825000	chr10	122790001	123115000	325000	35000	9.276585409539233	97.0%	0.004	4.669948366448718
chr3	130050001	130095000	chr3	129820001	130095000	275000	45000	10.095434888938046	98.0%	0.034	4.665650571328973
chr8	124340001	124375000	chr8	123920001	124375000	455000	35000	7.74063188982826	97.0%	0.05	4.657821466040598
chr8	11170001	11215000	chr8	10410001	11215000	805000	45000	4.756123843499585	97.0%	0.035	4.633159054536301
chr13	107085001	107120000	chr13	106875001	107120000	245000	35000	13.114429278019644	97.5%	0.049	4.621127385321247
chr8	47005001	47035000	chr8	47005001	47385000	380000	30000	8.446105564084553	97.5%	0.005	4.615825218552187
chr2	52745001	52775000	chr2	52745001	53170000	425000	30000	8.604236841821363	98.0%	0.013	4.594902995595118
chr4	136600001	136635000	chr4	136430001	136635000	205000	35000	14.882617775539051	99.0%	0.077	4.586192517106757
chr17	32010001	32045000	chr17	31670001	32045000	375000	35000	10.727569570309928	97.0%	0.031	4.583032797929929
chr8	106680001	106735000	chr8	106680001	107030000	350000	55000	9.38559086311153	97.0%	0.009	4.515225429880867
chr18	56355001	56400000	chr18	56355001	56605000	250000	45000	11.943852260074289	97.5%	0.005	4.5086358308929135
chr17	73300001	73330000	chr17	73300001	73755000	455000	30000	7.3305342476624205	98.5%	0.037	4.473764634610681
chr7	144920001	144955000	chr7	144920001	145330000	410000	35000	8.688563759708046	97.0%	0.0215	4.467115923440081
chr15	100020001	100050000	chr15	100020001	100275000	255000	30000	16.35327437687638	99.0%	0.003	4.433417723110582
chr1	106695001	106725000	chr1	106510001	106725000	215000	30000	14.864369214485107	98.5%	0.028	4.4222178889735035
chr2	102665001	102700000	chr2	102665001	103095000	430000	35000	9.223151651044253	98.0%	0.010499999999999999	4.419682829564777
chr17	5420001	5455000	chr17	5420001	5970000	550000	35000	7.625662582237388	97.0%	0.012	4.411132396964681
chr9	64080001	64120000	chr9	63900001	64120000	220000	40000	15.358975437817223	98.0%	0.013000000000000001	4.393402488625883
chr14	27395001	27435000	chr14	27180001	27435000	255000	40000	11.910450078836718	98.5%	0.074	4.384424302530983
chr7	3210001	3245000	chr7	3210001	3520000	310000	35000	12.26133683281032	98.5%	0.005	4.3817518981959935
chr11	116440001	116480000	chr11	116135001	116480000	345000	40000	14.907004180385599	97.0%	0.001	4.360691082206161
chr6	72145001	72190000	chr6	71845001	72190000	345000	45000	10.094411215866993	97.0%	0.016	4.348446455489539
chr17	83260001	83290000	chr17	83260001	83635000	375000	30000	9.834950261883959	97.0%	0.006	4.32183890816516
chrX	106010001	106045000	chrX	106010001	106175000	165000	35000	7.1797666515483645	97.5%	0.067	4.293058961185817
chr11	107455001	107490000	chr11	107175001	107490000	315000	35000	13.687631986699767	97.5%	0.009	4.251079737951289
chr8	26975001	27005000	chr8	26350001	27005000	655000	30000	5.431660906502528	98.0%	0.011	4.238920332728119
chr12	33015001	33050000	chr12	33015001	33380000	365000	35000	9.095135287185803	98.0%	0.009	4.2379628674910865
chr16	4290001	4335000	chr16	4290001	4615000	325000	45000	10.050733881281648	97.0%	0.007	4.234586869417401
chr1	127190001	127225000	chr1	127190001	127470000	280000	35000	11.024105738278385	97.5%	0.0315	4.225549501927415
chr1	88690001	88740000	chr1	88410001	88740000	330000	50000	9.413226602787187	97.0%	0.019	4.200396891222069
chr6	87090001	87125000	chr6	87090001	87385000	295000	35000	11.202074985291805	97.5%	0.006	4.176737305981845
chr15	11965001	12005000	chr15	11965001	12235000	270000	40000	13.125560941955856	98.5%	0.0045000000000000005	4.171413174257111
chr16	10840001	10880000	chr16	10550001	10880000	330000	40000	9.884499480833469	97.0%	0.061	4.170295563382991
chr2	181380001	181425000	chr2	181380001	181585000	205000	45000	17.621202137287966	99.0%	0.004	4.16181150361715
chr18	80465001	80505000	chr18	80465001	80745000	280000	40000	11.102608354901388	97.0%	0.007	4.1482620692814
chr1	106050001	106090000	chr1	106050001	106405000	355000	40000	9.016492167312888	97.5%	0.006	4.142027530952307
chr14	7805001	7840000	chr14	7805001	7995000	190000	35000	13.472066730288061	98.5%	0.028999999999999998	4.139975597319672
chr2	118465001	118500000	chr2	118465001	118760000	295000	35000	12.383380221397417	98.0%	0.004	4.119557758020051
chr5	137745001	137790000	chr5	137495001	137790000	295000	45000	12.193503333911924	97.5%	0.022	4.108814477155869
chr16	10265001	10300000	chr16	10265001	10545000	280000	35000	11.027761280315472	99.0%	0.005	4.086290515779302
chr7	97410001	97440000	chr7	97410001	97600000	190000	30000	16.994392875991558	99.0%	0.005	4.084590621667756
chr10	96595001	96640000	chr10	96210001	96640000	430000	45000	8.251384195904212	97.0%	0.018	4.048833888694408
chr2	155070001	155100000	chr2	155070001	155290000	220000	30000	15.206091628500532	99.0%	0.002	4.025017726949573
chr10	82900001	82930000	chr10	82900001	83310000	410000	30000	8.738196897492363	98.5%	0.009	4.020696644438721
chr14	57665001	57705000	chr14	57665001	57920000	255000	40000	11.010481614102428	97.5%	0.05	4.015703557829456
chr19	9055001	9135000	chr19	8835001	9135000	300000	80000	15.565835745381927	97.0%	0.0055	4.006064166338974
chr3	96270001	96345000	chr3	96270001	96575000	305000	75000	11.784736302	98.0%	0.003	3.99322091938306
chr10	122035001	122075000	chr10	121620001	122075000	455000	40000	6.9707694021496565	97.0%	0.041	3.937947915709587
chr13	30545001	30575000	chr13	30545001	31110000	565000	30000	7.626768897704541	97.5%	0.027	3.935247314313787
chr15	8565001	8640000	chr15	8190001	8640000	450000	75000	8.197562056908776	97.0%	0.006	3.9326771997284866
chr13	41545001	41585000	chr13	41275001	41585000	310000	40000	12.064477722461264	97.0%	0.0655	3.9279217456103734
chr17	86140001	86175000	chr17	86140001	86525000	385000	35000	9.548149464329155	97.0%	0.008	3.9277900233723275
chr15	74740001	74780000	chr15	74740001	75095000	355000	40000	10.072956422920445	97.5%	0.005	3.917042791210377
chr8	25260001	25295000	chr8	25260001	25670000	410000	35000	7.379442043583261	97.5%	0.020999999999999998	3.893514153666796
chr4	53340001	53380000	chr4	53065001	53380000	315000	40000	9.47431257544453	97.0%	0.027	3.883920745244226
chr10	13405001	13445000	chr10	13005001	13445000	440000	40000	7.608208642433411	97.0%	0.081	3.8773056170985076
chr1	154710001	154760000	chr1	154205001	154760000	555000	50000	6.124783318929159	97.0%	0.071	3.803747794178779
chr1	95740001	95780000	chr1	95235001	95780000	545000	40000	6.060161501806629	97.0%	0.047	3.7869278306118987
chr6	49020001	49075000	chr6	49020001	49415000	395000	55000	8.875884506376714	97.0%	0.008	3.7812173088406733
chr10	84420001	84475000	chr10	83800001	84475000	675000	55000	5.743630707728649	97.5%	0.068	3.7652201790759556
chr3	52175001	52210000	chr3	51685001	52210000	525000	35000	6.628328357178164	97.0%	0.03	3.745046253417891
chr4	3770001	3840000	chr4	3570001	3840000	270000	70000	13.990398635166539	97.0%	0.02	3.727557938281921
chr16	59595001	59640000	chr16	59410001	59640000	230000	45000	12.454353358237164	99.0%	0.049	3.7228202725704462
chr10	60745001	60785000	chr10	60400001	60785000	385000	40000	8.653426125985419	97.0%	0.02	3.691229277274388
chr12	110410001	110465000	chr12	110410001	110710000	300000	55000	9.582116076825	97.0%	0.009000000000000001	3.6781936898702066
chr1	191265001	191305000	chr1	191080001	191305000	225000	40000	13.79796853170733	98.5%	0.049	3.66896623031216
chr5	107900001	107935000	chr5	107900001	108175000	275000	35000	12.539911772217325	97.0%	0.005	3.664612054750191
chr13	3650001	3690000	chr13	3650001	4000000	350000	40000	10.126284939244494	97.5%	0.017	3.6600251759201057
chr19	53390001	53420000	chr19	53390001	53730000	340000	30000	13.952035433246264	97.0%	0.006500000000000001	3.643543213896207
chr13	74285001	74315000	chr13	74080001	74315000	235000	30000	13.719271796944943	98.5%	0.023	3.6370066758790265
chr7	89980001	90020000	chr7	89980001	90275000	295000	40000	12.593628877294496	98.5%	0.009	3.633925064766764
chr13	45465001	45510000	chr13	45020001	45510000	490000	45000	7.714070876123092	97.0%	0.0655	3.628892993906878
chr1	38995001	39035000	chr1	38995001	39465000	470000	40000	6.838360889647645	97.5%	0.008	3.6251392912546008
chr2	128565001	128590000	chr2	127825001	128590000	765000	25000	5.971441145671471	98.0%	0.02	3.6165359533759394
chr14	31450001	31500000	chr14	31210001	31500000	290000	50000	11.424252839305597	97.0%	0.017	3.6104146513789264
chr15	36685001	36725000	chr15	36495001	36725000	230000	40000	13.851520254930504	97.0%	0.07450000000000001	3.5922110627308026
chr3	121530001	121565000	chr3	121530001	121770000	240000	35000	10.581920391149096	98.5%	0.0615	3.5873045608681062
chr10	25200001	25250000	chr10	24865001	25250000	385000	50000	8.43132733406288	97.0%	0.04	3.5863359780630937
chr3	57650001	57685000	chr3	57650001	57840000	190000	35000	12.831657955493625	99.0%	0.0205	3.554380343555384
chr2	26550001	26590000	chr2	26305001	26590000	285000	40000	14.112337045238032	98.5%	0.002	3.547235142242432
chr11	117855001	117930000	chr11	117855001	118145000	290000	75000	15.861824217068353	97.0%	0.002	3.5438159447720006
chr11	79695001	79725000	chr11	79695001	79960000	265000	30000	15.427403676049169	98.5%	0.005	3.5327984197597724
chr1	182125001	182175000	chr1	182125001	182550000	425000	50000	7.381599004731173	97.5%	0.005	3.509631367514032
chr12	31940001	32020000	chr12	31940001	32265000	325000	80000	9.720715670137773	97.0%	0.008	3.4962395395384362
chr10	111485001	111525000	chr10	111485001	111980000	495000	40000	6.912002384505552	97.0%	0.011	3.4880606004770423
chr1	161950001	161985000	chr1	161740001	161985000	245000	35000	11.956754217857323	97.5%	0.076	3.473129084987484
chr5	17810001	17855000	chr5	17810001	18050000	240000	45000	14.505447543472254	98.5%	0.0095	3.4675251469486152
chr6	71145001	71180000	chr6	71145001	71425000	280000	35000	10.282541870503698	99.0%	0.01	3.4392763805579287
chr16	33815001	33845000	chr16	33815001	33990000	175000	30000	15.638298310752399	99.0%	0.025	3.4372660966971047
chr3	30580001	30615000	chr3	30580001	31135000	555000	35000	5.240011127900272	97.0%	0.028	3.428510818864641
chr6	51190001	51235000	chr6	51190001	51570000	380000	45000	7.671576215135938	98.0%	0.010499999999999999	3.4257702381947497
chr1	134130001	134175000	chr1	134130001	134335000	205000	45000	13.630104761052822	97.5%	0.034	3.4150333952859224
chr8	34805001	34840000	chr8	34185001	34840000	655000	35000	6.572480366448234	97.0%	0.018	3.4138281795333727
chr14	73095001	73140000	chr14	73095001	73325000	230000	45000	12.26568961088219	97.5%	0.0115	3.4105445685629117
chr9	41170001	41200000	chr9	40815001	41200000	385000	30000	10.776614187127926	97.5%	0.002	3.4102352272085756
chr13	43165001	43210000	chr13	43165001	43560000	395000	45000	10.003539114356954	97.5%	0.005	3.4076317870694477
chr12	12410001	12450000	chr12	12410001	12950000	540000	40000	5.883617858864199	97.0%	0.0125	3.4059890122927596
chr17	32515001	32560000	chr17	32515001	32900000	385000	45000	9.43077311094729	97.0%	0.011	3.3814556672235434
chr2	157550001	157585000	chr2	157275001	157585000	310000	35000	10.78614127470001	97.0%	0.045	3.3710809112021956
chr17	28520001	28550000	chr17	28370001	28550000	180000	30000	17.79945556767015	98.5%	0.0755	3.3617838622318494
chr5	66225001	66260000	chr5	65950001	66260000	310000	35000	10.612176912147698	97.0%	0.0645	3.356300002341131
chr17	80545001	80575000	chr17	80365001	80575000	210000	30000	13.78002908846497	99.0%	0.036000000000000004	3.3540004879376446
chr1	36515001	36565000	chr1	36515001	36760000	245000	50000	13.023294972154725	97.0%	0.011	3.336344434350461
chr10	95880001	95920000	chr10	95880001	96120000	240000	40000	12.539909844529175	97.5%	0.006500000000000001	3.3097294512653597
chr12	113210001	113235000	chr12	113210001	113645000	435000	25000	9.25506451906632	99.0%	0.012	3.2650650380255937
chr4	134535001	134580000	chr4	134535001	134820000	285000	45000	13.040284073524985	97.5%	0.033	3.253185182835885
chr15	64605001	64635000	chr15	64120001	64635000	515000	30000	6.224615896136046	98.0%	0.054	3.247427104186924
chr7	75115001	75175000	chr7	75115001	75635000	520000	60000	5.990768960371855	97.0%	0.007	3.2297821825968835
chr10	22455001	22510000	chr10	22025001	22510000	485000	55000	5.777265813429271	97.0%	0.019	3.2187725735066364
chr4	116810001	116850000	chr4	116810001	117145000	335000	40000	10.235577670046784	97.5%	0.01	3.207990845755378
chr16	91350001	91385000	chr16	91350001	91645000	295000	35000	12.228997479841041	97.0%	0.022	3.2068495598062583
chr16	32495001	32530000	chr16	32495001	32695000	200000	35000	15.749493731635637	97.0%	0.0045000000000000005	3.2050915081138305
chr18	67450001	67475000	chr18	67450001	67640000	190000	25000	14.69854352326557	98.5%	0.018000000000000002	3.204378278149944
chr11	20440001	20475000	chr11	20440001	20760000	320000	35000	13.10746643633898	97.5%	0.002	3.1938740555814564
chr12	25055001	25100000	chr12	25055001	25890000	835000	45000	4.559894574186577	97.5%	0.028	3.1873773771980005
chr7	24940001	24995000	chr7	24795001	24995000	200000	55000	17.679153597968266	97.5%	0.025500000000000002	3.1758159188560287
chr6	134635001	134685000	chr6	134635001	134870000	235000	50000	12.354090658698501	97.0%	0.028	3.168831661009256
chr4	154860001	154900000	chr4	154860001	155075000	215000	40000	14.973526114027532	98.0%	0.005	3.1651967014453373
chr5	124895001	124935000	chr5	124895001	125265000	370000	40000	10.060024833420746	97.0%	0.008	3.16152261798278
chr19	34660001	34695000	chr19	34660001	34940000	280000	35000	12.855887553508781	97.0%	0.006	3.1424847867387355
chr5	103650001	103690000	chr5	103650001	103925000	275000	40000	11.741951592267045	97.0%	0.005	3.1337075328695048
chr9	37605001	37650000	chr9	37410001	37650000	240000	45000	14.516637779009004	99.0%	0.0935	3.1220230191228815
chr1	55390001	55430000	chr1	55390001	55875000	485000	40000	6.419085171896654	97.0%	0.011	3.121869761283352
chr9	62220001	62265000	chr9	61935001	62265000	330000	45000	10.396423185167048	98.0%	0.063	3.1210457986593734
chr10	117445001	117475000	chr10	117445001	117695000	250000	30000	13.954944599239717	99.0%	0.0925	3.107124967373742
chr15	61975001	62010000	chr15	61975001	62490000	515000	35000	6.128529801855039	97.0%	0.009	3.0976509863469626
chr12	75770001	75815000	chr12	75770001	76005000	235000	45000	10.330603154737236	98.0%	0.009	3.092547438020132
chr7	67210001	67265000	chr7	67210001	67640000	430000	55000	7.719657817595902	98.5%	0.010499999999999999	3.0733499091212035
chr3	142280001	142315000	chr3	142280001	142480000	200000	35000	11.318288894466436	99.0%	0.063	3.0660389260821477
chr7	44250001	44285000	chr7	44250001	44495000	245000	35000	14.163247834936358	97.0%	0.013	3.0583301904506386
chr17	7430001	7460000	chr17	7430001	7830000	400000	30000	8.664011524257857	97.0%	0.003	3.0463515664048684
chr10	88290001	88340000	chr10	87530001	88340000	810000	50000	4.215434462264531	97.0%	0.07	3.0335880979894516
chr7	118295001	118335000	chr7	118295001	118525000	230000	40000	12.547300710794374	97.0%	0.0165	3.0283976930180154
chr6	119480001	119530000	chr6	119480001	119995000	515000	50000	6.536853146157571	97.0%	0.024	3.0104621745126523
chr4	32140001	32175000	chr4	32140001	32580000	440000	35000	8.477629555848889	97.5%	0.007	3.008957791362469
chr2	128390001	128425000	chr2	127835001	128425000	590000	35000	7.286004088512164	97.0%	0.07150000000000001	3.0044260949494856
chr16	57230001	57265000	chr16	57230001	57610000	380000	35000	8.751754220760045	98.0%	0.0125	2.999881165822481
chr2	75760001	75795000	chr2	75595001	75795000	200000	35000	16.61298943716412	98.0%	0.0305	2.9974730716111253
chr15	28160001	28195000	chr15	27875001	28195000	320000	35000	8.831397318946557	97.5%	0.08149999999999999	2.995239624225109
chr6	86655001	86700000	chr6	86420001	86700000	280000	45000	11.561003341013597	98.0%	0.022	2.9774997923009194
