chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
6	98500001	98580000	6	98500001	99720000	1220000	80000	6.945647884504364	99.0%	0.049	4.054745650946611
18	5960001	6030000	18	4970001	6030000	1060000	70000	9.754206895516601	98.0%	0.095	4.0399597794196245
4	32510001	32600000	4	32020001	32600000	580000	90000	14.118623111539172	99.0%	0.07150000000000001	4.039786038103148
18	40000001	40070000	18	39110001	40070000	960000	70000	9.860371703205487	99.0%	0.038	3.978482268297024
15	74720001	74810000	15	74720001	75200000	480000	90000	18.454934717959173	99.0%	0.002	3.9276830343750917
14	76990001	77050000	14	76050001	77050000	1000000	60000	7.513802217317406	98.0%	0.1545	3.875862913240258
1	160060001	160150000	1	159370001	160150000	780000	90000	10.055119918111682	99.0%	0.009999999999999998	3.8300320683273754
18	5120001	5210000	18	5120001	6010000	890000	90000	13.162981262497704	99.0%	0.01	3.8216938959098177
2	27200001	27290000	2	26790001	27290000	500000	90000	20.19651644708297	99.0%	0.0235	3.7899489893708744
3	104640001	104730000	3	103780001	104730000	950000	90000	9.861958835545817	98.0%	0.019	3.736055967827442
2	127840001	127910000	2	127840001	128590000	750000	70000	14.491313636054306	99.0%	0.052	3.6911665942008134
9	32910001	32990000	9	32420001	32990000	570000	80000	18.278271160750418	99.0%	0.013	3.651667937515371
1	37610001	37690000	1	37250001	37690000	440000	80000	20.085716893373828	99.0%	0.0465	3.618202081508992
18	89320001	89370000	18	88770001	89370000	600000	50000	12.301037526593193	95.0%	0.037000000000000005	3.610573963794368
15	67060001	67140000	15	66510001	67140000	630000	80000	14.437549364883319	97.0%	0.033	3.5938907898653616
11	31640001	31730000	11	31640001	32310000	670000	90000	14.514084539530208	98.0%	0.042	3.5317480469233162
16	30180001	30270000	16	29620001	30270000	650000	90000	12.948451212298442	98.0%	0.09	3.515182850370631
6	135340001	135430000	6	135010001	135430000	420000	90000	18.554420436843756	99.0%	0.016	3.507909654784993
7	75090001	75180000	7	75090001	75890000	800000	90000	7.91053607575623	96.0%	0.010499999999999999	3.4566658093178373
11	96250001	96340000	11	96250001	96890000	640000	90000	15.843527764647327	98.0%	0.0285	3.446865163540118
19	9060001	9150000	19	8540001	9150000	610000	90000	15.915430358757037	99.0%	0.031	3.419155514109668
12	70460001	70540000	12	70460001	70910000	450000	80000	16.47328095704186	99.0%	0.038	3.414705878343486
1	138070001	138150000	1	138070001	138830000	760000	80000	12.477863131124137	99.0%	0.031	3.4094614505561576
6	37550001	37630000	6	37550001	38070000	520000	80000	15.76024136218601	99.0%	0.053500000000000006	3.3955373247784295
10	21960001	22040000	10	20940001	22040000	1100000	80000	8.745071487071664	99.0%	0.1525	3.2998597607926823
5	143020001	143100000	5	142710001	143100000	390000	80000	16.916926676206323	99.0%	0.161	3.295127535350223
5	35980001	36070000	5	35980001	36430000	450000	90000	18.244463277573516	99.0%	0.037	3.2855160343543797
19	7030001	7110000	19	7030001	7440000	410000	80000	22.43105417767685	99.0%	0.012	3.254243959981063
1	131520001	131610000	1	131090001	131610000	520000	90000	16.61995050642291	99.0%	0.1045	3.195705242269136
12	112460001	112550000	12	112100001	112550000	450000	90000	15.640224146545746	98.0%	0.074	3.1889558476915623
1	50930001	51010000	1	50930001	51640000	710000	80000	10.125341192766045	99.0%	0.06	3.141521366300935
17	21210001	21300000	17	21210001	21590000	380000	90000	15.666781286205069	99.0%	0.005	3.133336587099032
14	75020001	75110000	14	75020001	75750000	730000	90000	9.846312837115583	95.0%	0.041	3.131273190241665
7	82230001	82310000	7	81700001	82310000	610000	80000	12.998102514864014	99.0%	0.021	3.122412734950227
2	13250001	13340000	2	13250001	13940000	690000	90000	12.637237807885368	98.0%	0.034	3.111970030008814
2	174630001	174710000	2	174280001	174710000	430000	80000	18.090350275621695	99.0%	0.173	3.0933538257129114
1	154980001	155070000	1	154980001	155600000	620000	90000	13.61372870701271	98.0%	0.013	3.05674568394497
4	156170001	156260000	4	155400001	156260000	860000	90000	12.464594948545203	97.0%	0.14200000000000002	3.0542108795486675
15	37880001	37950000	15	37200001	37950000	750000	70000	10.505770969942555	99.0%	0.115	3.049366877396101
9	45370001	45440000	9	45010001	45440000	430000	70000	20.55905402557617	99.0%	0.102	3.009530049015418
16	50700001	50790000	16	49450001	50790000	1340000	90000	5.794578493296239	96.0%	0.0895	2.991535197191288
12	79310001	79390000	12	79310001	80430000	1120000	80000	7.66390167138471	98.0%	0.0935	2.9697014268918482
13	13470001	13540000	13	13470001	13860000	390000	70000	19.44466944479829	99.0%	0.011	2.93293991617637
6	71770001	71850000	6	71120001	71850000	730000	80000	14.129504921345465	99.0%	0.048	2.9066751105822
10	26860001	26930000	10	26140001	26930000	790000	70000	8.901316733965063	97.0%	0.065	2.9054946349854442
11	102390001	102480000	11	102080001	102480000	400000	90000	21.21395220554447	98.0%	0.016	2.8897276468277133
2	18350001	18440000	2	18350001	19330000	980000	90000	9.246489460901467	97.0%	0.0125	2.8890804076949888
15	59370001	59450000	15	59370001	59860000	490000	80000	16.033387755443314	99.0%	0.164	2.8855041725481274
16	31300001	31380000	16	30530001	31380000	850000	80000	9.357723381047304	96.0%	0.054	2.868620085891286
7	129610001	129700000	7	129610001	130490000	880000	90000	9.134699199004523	95.0%	0.035500000000000004	2.863066819009101
10	59780001	59860000	10	59290001	59860000	570000	80000	16.22279167285144	99.0%	0.154	2.8619361723862267
1	55690001	55770000	1	55200001	55770000	570000	80000	13.327464858994766	98.0%	0.042	2.846168843122263
7	98420001	98510000	7	98420001	98840000	420000	90000	21.19036278976552	98.0%	0.016	2.845169147563641
10	111910001	112000000	10	110910001	112000000	1090000	90000	7.039494424173055	95.0%	0.059	2.8369703843291862
15	28150001	28230000	15	27430001	28230000	800000	80000	9.586196505458263	98.0%	0.07100000000000001	2.817252368383121
2	58000001	58090000	2	58000001	58450000	450000	90000	14.834692510703292	98.0%	0.01	2.816837610673617
3	53430001	53510000	3	51190001	53510000	2320000	80000	2.853974015216419	96.0%	0.057999999999999996	2.8143489952396825
17	84350001	84430000	17	83880001	84430000	550000	80000	16.47310868139114	99.0%	0.142	2.8055037089435158
7	4490001	4570000	7	4490001	5080000	590000	80000	15.54605775437697	98.0%	0.05	2.792424927788775
9	53220001	53280000	9	53220001	53700000	480000	60000	14.614681275528142	99.0%	0.016	2.7747912276851388
2	71550001	71640000	2	71550001	72040000	490000	90000	18.520387948386148	99.0%	0.026	2.750289224069353
3	59700001	59780000	3	59010001	59780000	770000	80000	9.15294419076247	98.0%	0.042	2.738230332746065
15	61940001	62020000	15	61940001	63750000	1810000	80000	6.464279113791694	99.0%	0.046	2.7305103971144913
3	75190001	75270000	3	75190001	75920000	730000	80000	8.704610095817019	98.0%	0.03	2.6789166970723444
3	129280001	129350000	3	129280001	129950000	670000	70000	10.077446434552696	95.0%	0.078	2.6519523525118767
2	84000001	84060000	2	84000001	84960000	960000	60000	8.103798381375702	96.0%	0.0125	2.6504380115459396
14	69830001	69900000	14	69830001	70380000	550000	70000	13.50423956016782	99.0%	0.024	2.618888036202139
11	89270001	89340000	11	88960001	89340000	380000	70000	18.729935544745196	99.0%	0.053000000000000005	2.6155213807713644
10	95530001	95600000	10	95530001	96110000	580000	70000	13.103361043803504	99.0%	0.097	2.591361183519999
17	83250001	83340000	17	83250001	83840000	590000	90000	14.589665529217406	97.0%	0.035	2.5581370951335756
17	34030001	34110000	17	34030001	34420000	390000	80000	25.13116136449378	99.0%	0.025	2.5490985133917063
16	25220001	25300000	16	24040001	25300000	1260000	80000	6.05146136874921	97.0%	0.065	2.543339298111776
12	107070001	107130000	12	107070001	107850000	780000	60000	12.205322107617734	99.0%	0.1185	2.5264190205155153
9	56180001	56270000	9	56180001	56870000	690000	90000	12.721145928818872	98.0%	0.043	2.472414783154277
17	50790001	50880000	17	50790001	52590000	1800000	90000	5.021812882307988	95.0%	0.15	2.4454642490176575
16	4280001	4340000	16	4280001	4650000	370000	60000	17.941453416004126	98.0%	0.023	2.442619159780955
12	102320001	102410000	12	101910001	102410000	500000	90000	14.536494977577783	97.0%	0.035	2.3886452680242893
4	136620001	136710000	4	136620001	137120000	500000	90000	15.731053266100666	98.0%	0.044	2.3816883838174316
3	152690001	152780000	3	152090001	152780000	690000	90000	8.561047253715952	98.0%	0.027	2.3730558280344463
15	42650001	42740000	15	41750001	42740000	990000	90000	8.817769784313745	98.0%	0.039	2.3726062498414695
16	33280001	33340000	16	33280001	33730000	450000	60000	16.873472978534167	99.0%	0.039	2.3664114516590176
10	67290001	67360000	10	67290001	67860000	570000	70000	12.323204540327342	99.0%	0.156	2.3608582679032057
6	59140001	59220000	6	58530001	59220000	690000	80000	8.377780993323084	98.0%	0.076	2.3387814438419716
11	109820001	109900000	11	109220001	109900000	680000	80000	11.425120049189198	99.0%	0.034	2.321614887652151
4	19670001	19740000	4	19670001	20040000	370000	70000	18.28064376382127	99.0%	0.007	2.3155888599398278
6	103280001	103360000	6	103280001	103700000	420000	80000	14.299575510901862	99.0%	0.0505	2.299694883508643
9	51290001	51380000	9	51290001	51960000	670000	90000	12.66241871383938	98.0%	0.013	2.2927110565924274
1	21370001	21460000	1	21370001	22290000	920000	90000	10.00216177871826	95.0%	0.033	2.2830419717132053
10	60280001	60360000	10	60280001	60770000	490000	80000	18.952789435321836	99.0%	0.027	2.276383735999064
8	125840001	125910000	8	125050001	125910000	860000	70000	10.116620341892032	99.0%	0.149	2.2321710409756794
9	13840001	13910000	9	13840001	14530000	690000	70000	13.645241212407878	97.0%	0.108	2.232136221715832
2	75520001	75610000	2	74950001	75610000	660000	90000	10.425766468487863	99.0%	0.093	2.226306703876595
9	44400001	44490000	9	44400001	44980000	580000	90000	19.797793203303815	98.0%	0.025500000000000002	2.221188523650847
14	77110001	77190000	14	77110001	78290000	1180000	80000	5.90636168770393	97.0%	0.063	2.212194906518546
18	84490001	84580000	18	83670001	84580000	910000	90000	7.526170434221429	98.0%	0.078	2.2086807717307444
1	54930001	55020000	1	54420001	55020000	600000	90000	15.259291213578772	99.0%	0.0075	2.195357839897231
3	52210001	52290000	3	52210001	53500000	1290000	80000	7.178053668687151	95.0%	0.114	2.1763267252963416
5	109550001	109630000	5	109550001	110350000	800000	80000	8.935948649546836	96.0%	0.073	2.1686443244862383
X	103450001	103510000	X	103450001	104000000	550000	60000	5.335186471748956	99.0%	0.14	2.1478306470799606
16	57540001	57630000	16	57090001	57630000	540000	90000	12.686477102124941	99.0%	0.1585	2.1409142531860805
18	3480001	3560000	18	3480001	4460000	980000	80000	8.75208430602537	95.0%	0.054	2.1336797533122644
3	138110001	138190000	3	137760001	138190000	430000	80000	12.430598365620439	99.0%	0.146	2.1287222617106334
4	87330001	87410000	4	87330001	88700000	1370000	80000	5.268917214133618	95.0%	0.079	2.071844662494616
6	84050001	84140000	6	84050001	84610000	560000	90000	11.958360715822508	98.0%	0.0235	2.066038736583285
18	80780001	80870000	18	80780001	81900000	1120000	90000	9.284968109625515	97.0%	0.042499999999999996	2.056680759601431
1	133580001	133660000	1	133130001	133660000	530000	80000	14.701359289459123	99.0%	0.061	2.0535073108962987
15	86220001	86310000	15	86220001	86580000	360000	90000	18.838444732806064	98.0%	0.014499999999999999	2.0482799616087406
1	177650001	177730000	1	176850001	177730000	880000	80000	10.265567473767412	99.0%	0.1045	2.0308154787061694
1	128800001	128890000	1	127740001	128890000	1150000	90000	8.026468032202654	96.0%	0.104	2.0268223990770884
11	44980001	45060000	11	44240001	45060000	820000	80000	10.536097154401148	97.0%	0.14300000000000002	2.017134938190665
1	43110001	43190000	1	43110001	43750000	640000	80000	12.44030260891204	99.0%	0.0435	2.0000851379555495
6	145790001	145880000	6	145790001	146330000	540000	90000	14.04220507425319	98.0%	0.0685	1.9918983324481787
14	51850001	51940000	14	51850001	52340000	490000	90000	14.457392543229142	96.0%	0.047	1.9665667571077972
15	58910001	59000000	15	58910001	59890000	980000	90000	10.91073296252565	95.0%	0.121	1.966389535672267
9	58010001	58090000	9	58010001	58530000	520000	80000	15.710606609844389	96.0%	0.0445	1.9646774126785789
17	49920001	50010000	17	49920001	50800000	880000	90000	9.65655133377854	97.0%	0.065	1.962829195311045
2	49740001	49810000	2	49740001	50290000	550000	70000	13.00918931455588	99.0%	0.044	1.9606221277946685
17	12780001	12870000	17	12400001	12870000	470000	90000	15.57268877486346	98.0%	0.077	1.9483207183008353
7	102380001	102450000	7	101480001	102450000	970000	70000	9.996468233640245	95.0%	0.194	1.9337978048178044
10	13540001	13600000	10	13540001	14370000	830000	60000	9.944909045056068	98.0%	0.025	1.931995699403855
1	184190001	184280000	1	183690001	184280000	590000	90000	14.692532917922152	99.0%	0.106	1.929242818793919
18	56330001	56410000	18	56330001	56960000	630000	80000	12.470848872492423	98.0%	0.022	1.9149675094710186
5	134150001	134240000	5	134150001	134710000	560000	90000	17.21960845096773	99.0%	0.055	1.9115143250350053
13	43690001	43770000	13	43170001	43770000	600000	80000	12.733130509614117	98.0%	0.119	1.9012346952071695
13	62880001	62960000	13	62880001	63760000	880000	80000	10.082514298734331	97.0%	0.0595	1.8954610617768382
7	64710001	64780000	7	63780001	64780000	1000000	70000	6.848251543150405	97.0%	0.025500000000000002	1.8924918082951114
13	95530001	95620000	13	95530001	96000000	470000	90000	15.171165063502023	98.0%	0.044	1.8799748557367897
16	49480001	49550000	16	49480001	50310000	830000	70000	9.470055159682673	97.0%	0.065	1.8670242969144575
15	24550001	24640000	15	24550001	26000000	1450000	90000	4.736483518046706	95.0%	0.06	1.8569964263350072
12	35160001	35250000	12	33380001	35250000	1870000	90000	4.809788117428707	95.0%	0.06	1.834635890047415
19	29470001	29540000	19	28950001	29540000	590000	70000	14.391521280616535	98.0%	0.144	1.825199613645933
4	40690001	40780000	4	40690001	41310000	620000	90000	13.042217721968054	98.0%	0.0895	1.8215783478052163
4	149510001	149600000	4	149140001	149600000	460000	90000	19.007184417023687	99.0%	0.0525	1.82059643295258
18	39850001	39920000	18	39330001	39920000	590000	70000	14.329610281507199	99.0%	0.139	1.8134315858546783
11	77410001	77490000	11	77080001	77490000	410000	80000	18.54591352571259	99.0%	0.111	1.7892824591632692
7	143120001	143210000	7	143120001	143490000	370000	90000	18.008560570676067	99.0%	0.027	1.781074148365996
4	59530001	59620000	4	58960001	59620000	660000	90000	13.801132801368574	99.0%	0.0595	1.7806224806970803
12	54630001	54700000	12	54630001	55490000	860000	70000	8.319240044918105	97.0%	0.0535	1.7788141284904408
14	79100001	79180000	14	79100001	79650000	550000	80000	13.100743518797623	97.0%	0.073	1.777897043206185
16	91930001	92010000	16	91930001	92300000	370000	80000	19.2529604259771	99.0%	0.013	1.7648693672359557
7	114010001	114100000	7	114010001	114790000	780000	90000	11.063008526757562	95.0%	0.0605	1.7557035558735057
7	66800001	66870000	7	66800001	67650000	850000	70000	10.073667006069735	98.0%	0.029	1.754099280979004
12	80130001	80220000	12	80130001	80760000	630000	90000	13.229482770535931	95.0%	0.021	1.7455090696939624
11	20410001	20500000	11	20410001	21460000	1050000	90000	10.886935074812193	98.0%	0.05	1.7421761626613115
18	33740001	33830000	18	32440001	33830000	1390000	90000	5.65751515861314	96.0%	0.083	1.7271086244538507
8	125160001	125230000	8	125160001	125800000	640000	70000	14.225615491783133	99.0%	0.067	1.706109791241706
7	118970001	119050000	7	118350001	119050000	700000	80000	10.144476041488922	98.0%	0.1475	1.7023372642560446
17	30960001	31030000	17	30960001	31500000	540000	70000	16.304604821507503	98.0%	0.027	1.701264258235002
4	121980001	122070000	4	121250001	122070000	820000	90000	5.727445898863669	98.0%	0.0275	1.6982387044639389
3	38220001	38290000	3	38220001	38680000	460000	70000	16.835819223831496	99.0%	0.183	1.6620849092406749
18	88740001	88830000	18	88740001	89480000	740000	90000	10.733894850943006	98.0%	0.0325	1.6592105859172384
8	34160001	34230000	8	34160001	35440000	1280000	70000	10.388572889191062	96.0%	0.0315	1.6542214641293593
7	75890001	75970000	7	75890001	76880000	990000	80000	6.46256955508522	96.0%	0.061	1.641404650846832
1	58740001	58810000	1	58740001	59230000	490000	70000	14.197814674565373	98.0%	0.07	1.622895908319834
5	36710001	36770000	5	36210001	36770000	560000	60000	16.116028240901304	95.0%	0.032	1.6210465492507709
9	118030001	118110000	9	118030001	119120000	1090000	80000	7.071390110778614	96.0%	0.092	1.6174929301929468
13	24450001	24530000	13	24450001	24930000	480000	80000	18.6317347002859	99.0%	0.013	1.6068029478550039
15	81400001	81490000	15	81400001	82000000	600000	90000	17.24588925697506	96.0%	0.027	1.5980589078058587
10	88260001	88350000	10	87820001	88350000	530000	90000	11.76639805730167	99.0%	0.073	1.5915371296796235
2	167870001	167940000	2	167510001	167940000	430000	70000	21.689825745277066	99.0%	0.149	1.5890750893427859
5	74250001	74320000	5	73830001	74320000	490000	70000	15.397306353034926	99.0%	0.075	1.573235602826101
14	32010001	32100000	14	31620001	32100000	480000	90000	13.504079026368794	98.0%	0.14750000000000002	1.5541673591803693
8	94280001	94370000	8	94280001	94810000	530000	90000	16.46835560620516	97.0%	0.029	1.5508732311149445
12	69710001	69800000	12	69710001	70440000	730000	90000	11.748719323589581	96.0%	0.057	1.54201138828784
7	29470001	29560000	7	29130001	29560000	430000	90000	16.82620137872057	97.0%	0.167	1.5420081066724107
9	30410001	30500000	9	30410001	31400000	990000	90000	7.229928361482288	96.0%	0.042	1.5197998273184554
15	66890001	66960000	15	66890001	68250000	1360000	70000	7.0662827844164084	95.0%	0.0335	1.4959460479021012
14	17380001	17450000	14	17380001	18370000	990000	70000	6.369375969631642	98.0%	0.072	1.4850671881007529
3	54320001	54400000	3	54320001	54840000	520000	80000	10.376716239231769	96.0%	0.1195	1.4802870444140868
9	90150001	90240000	9	90150001	90760000	610000	90000	12.919151270020732	98.0%	0.041	1.4645091123946283
1	161120001	161210000	1	160730001	161210000	480000	90000	13.709825993747383	99.0%	0.10899999999999999	1.4554727988435456
11	62720001	62780000	11	62720001	63170000	450000	60000	15.064871065621519	99.0%	0.02	1.4548268105489737
10	118570001	118660000	10	118570001	119060000	490000	90000	15.88781418311057	99.0%	0.052	1.4446122903800025
3	97300001	97370000	3	96910001	97370000	460000	70000	14.280864359487039	99.0%	0.051000000000000004	1.4285792957894126
7	97950001	98010000	7	97380001	98010000	630000	60000	11.219980160597485	95.0%	0.095	1.4248308093201667
6	144930001	145020000	6	144130001	145020000	890000	90000	8.755535927600718	96.0%	0.138	1.4134073487054812
7	101620001	101700000	7	101620001	102090000	470000	80000	16.296192364865462	99.0%	0.101	1.4119480848895034
8	91150001	91240000	8	91150001	92490000	1340000	90000	6.0739175546115085	97.0%	0.162	1.4084373299719177
5	103320001	103400000	5	103320001	104070000	750000	80000	8.05423397816315	96.0%	0.106	1.4035678198058432
12	91360001	91440000	12	91360001	91870000	510000	80000	9.694882147837694	97.0%	0.037	1.4024893639963878
16	19690001	19780000	16	19690001	20180000	490000	90000	11.896183838764776	98.0%	0.095	1.3849144448453337
4	116800001	116860000	4	116800001	117170000	370000	60000	16.694810545613265	99.0%	0.048	1.3590536349097504
13	112640001	112710000	13	112640001	113230000	590000	70000	12.323918877317851	97.0%	0.134	1.3586111430535794
2	160530001	160620000	2	159850001	160620000	770000	90000	10.06694467008709	96.0%	0.152	1.3481197017621975
15	11940001	12030000	15	11940001	12390000	450000	90000	16.38380237960162	98.0%	0.046	1.3453605483877593
3	27420001	27510000	3	27080001	27510000	430000	90000	14.80508634076594	99.0%	0.13	1.3092024125874981
11	117340001	117410000	11	116890001	117410000	520000	70000	20.996309155484877	99.0%	0.019	1.3088737637657417
17	29470001	29560000	17	28950001	29560000	610000	90000	14.758506491275037	98.0%	0.118	1.30056278785556
17	24630001	24710000	17	24120001	24710000	590000	80000	15.081961681484204	95.0%	0.085	1.2736078910721162
2	59500001	59590000	2	59500001	60640000	1140000	90000	7.893579321975107	96.0%	0.0655	1.2634109533386937
11	87480001	87570000	11	87140001	87570000	430000	90000	18.941651084926402	98.0%	0.032	1.2556159248480105
15	82250001	82330000	15	82250001	82800000	550000	80000	11.477978189110594	98.0%	0.031	1.2537223924169179
12	17760001	17850000	12	17260001	17850000	590000	90000	12.010624320639542	96.0%	0.044	1.2489984587017822
7	110590001	110680000	7	109960001	110680000	720000	90000	9.602362793709933	96.0%	0.1815	1.2475765187903927
14	62920001	63010000	14	62470001	63010000	540000	90000	12.114082307248564	99.0%	0.1435	1.2471802987407725
2	49700001	49780000	2	48880001	49780000	900000	80000	8.603612475694803	97.0%	0.137	1.2438004758469148
14	25540001	25610000	14	24930001	25610000	680000	70000	13.161769946925109	99.0%	0.055	1.237449773905675
11	75150001	75230000	11	75150001	75700000	550000	80000	17.18639408650019	98.0%	0.162	1.2365101809794878
18	12400001	12480000	18	11990001	12480000	490000	80000	12.400103970545443	98.0%	0.125	1.2352748706700702
