chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
8	34165001	34235000	8	34165001	34935000	770000	70000	3.7155382643031416	96.0%	0.009473684210526315	7.0868458999338655
6	145335001	145370000	6	145065001	145370000	305000	35000	6.761961493198496	99.0%	0.011578947368421053	7.067083329005917
3	135275001	135310000	3	135275001	135750000	475000	35000	4.602287080017744	98.0%	0.01368421052631579	7.066924950602599
16	95940001	95985000	16	95335001	95985000	650000	45000	4.377912362272899	97.0%	0.028421052631578948	7.054330208462928
2	27215001	27250000	2	26760001	27250000	490000	35000	5.973941254942106	95.0%	0.01	7.027090973760031
1	51595001	51645000	1	50915001	51645000	730000	50000	3.201101362950552	95.0%	0.005789473684210527	7.021501267368256
8	124020001	124080000	8	124020001	124340000	320000	60000	6.969939805014853	97.0%	0.003157894736842105	6.9108807448218075
8	25255001	25300000	8	25255001	25670000	415000	45000	5.235604224574896	98.0%	0.008421052631578947	6.870340363070281
15	36690001	36720000	15	36495001	36720000	225000	30000	8.260020707090462	99.0%	0.061052631578947365	6.844387601999692
1	143780001	143825000	1	143780001	144445000	665000	45000	3.4335164562801594	96.0%	0.005263157894736842	6.827067692171184
16	25030001	25090000	16	24210001	25090000	880000	60000	2.6913829725406	96.0%	0.0431578947368421	6.708534859045961
1	165760001	165795000	1	165760001	166145000	385000	35000	6.260083077050483	99.0%	0.004210526315789474	6.642753327328633
10	93040001	93095000	10	93040001	93490000	450000	55000	5.8622495859425205	99.0%	0.005789473684210527	6.625951271678105
6	52250001	52330000	6	52250001	53015000	765000	80000	2.852268327884587	96.0%	0.010526315789473684	6.556160952197718
16	10860001	10900000	16	10860001	11210000	350000	40000	5.430820525028143	98.0%	0.008947368421052631	6.487759712448279
17	80170001	80210000	17	79800001	80210000	410000	40000	5.460264273183891	98.0%	0.01368421052631579	6.317132592125962
5	111390001	111420000	5	111390001	111860000	470000	30000	4.915234969696878	98.0%	0.008421052631578947	6.304921329752325
12	35160001	35205000	12	34425001	35205000	780000	45000	2.789055541523684	95.0%	0.013684210526315788	6.207848222552176
12	70490001	70525000	12	70490001	70915000	425000	35000	5.1910132586810915	95.0%	0.010526315789473684	6.177392801561475
3	96040001	96070000	3	95860001	96070000	210000	30000	9.085647034450945	99.0%	0.08105263157894738	6.136488938433337
14	79110001	79145000	14	79110001	79595000	485000	35000	4.0991099058501765	97.0%	0.014736842105263158	6.13155459657973
7	132210001	132245000	7	132210001	132565000	355000	35000	5.439014069361607	96.0%	0.045263157894736845	6.108980015594764
1	106700001	106730000	1	106505001	106730000	225000	30000	8.549791149047298	98.0%	0.02526315789473684	6.087175995864568
2	11320001	11350000	2	11320001	11705000	385000	30000	5.268843197424071	99.0%	0.007368421052631579	6.078429558142654
10	40515001	40550000	10	39945001	40550000	605000	35000	4.1847237694267445	96.0%	0.018947368421052633	6.07654318140816
4	155085001	155140000	4	155085001	155315000	230000	55000	9.781051434447688	99.0%	0.002105263157894737	6.029941930431005
4	136140001	136215000	4	135940001	136215000	275000	75000	9.177961014945337	99.0%	0.007368421052631579	5.975225137137258
16	4290001	4335000	16	4290001	4645000	355000	45000	5.040049592248375	98.0%	0.005263157894736842	5.968877697483962
5	109545001	109620000	5	109545001	110290000	745000	75000	2.916986227565566	98.0%	0.00631578947368421	5.960474122667731
4	141550001	141595000	4	141380001	141595000	215000	45000	8.433217840151094	98.0%	0.06736842105263158	5.916347411791623
6	86655001	86695000	6	86430001	86695000	265000	40000	7.6873887547756174	98.0%	0.04421052631578947	5.897848198570288
7	128190001	128245000	7	127775001	128245000	470000	55000	5.897577452832504	97.0%	0.035789473684210524	5.884950756043273
6	120530001	120565000	6	120530001	120745000	215000	35000	9.077755430597113	99.0%	0.03263157894736842	5.883577004540134
8	105565001	105620000	8	105565001	106015000	450000	55000	6.409734633819056	97.0%	0.012105263157894737	5.878172833801879
5	140290001	140325000	5	139870001	140325000	455000	35000	6.791379463319903	99.0%	0.07473684210526316	5.795723353662075
3	101800001	101835000	3	100940001	101835000	895000	35000	3.095929735775079	98.0%	0.04631578947368421	5.76997537547425
14	19820001	19850000	14	19820001	20280000	460000	30000	4.25595205295394	95.0%	0.02263157894736842	5.744489644255582
10	43565001	43600000	10	43565001	43975000	410000	35000	5.394089917108049	99.0%	0.013157894736842105	5.695893187868088
2	118465001	118505000	2	118465001	118765000	300000	40000	7.711071229526332	99.0%	0.007368421052631579	5.6871160263009
4	118990001	119025000	4	118990001	119220000	230000	35000	7.305112452742412	96.0%	0.0015789473684210526	5.6835839608208225
14	34605001	34640000	14	34605001	34785000	180000	35000	8.11193534505441	99.0%	0.009473684210526315	5.654222734343661
1	171815001	171855000	1	171815001	172360000	545000	40000	5.102874134286392	96.0%	0.005263157894736842	5.6536045906289125
1	127185001	127220000	1	127185001	127475000	290000	35000	7.570336451261063	99.0%	0.007894736842105263	5.640880804822513
7	75110001	75165000	7	75110001	75855000	745000	55000	2.71506821747738	95.0%	0.007368421052631579	5.627872523744669
1	36515001	36570000	1	36515001	36820000	305000	55000	7.533527756126608	99.0%	0.005263157894736842	5.625008063420981
4	135490001	135540000	4	135490001	135745000	255000	50000	8.713702513443666	98.0%	0.016842105263157894	5.607377376868661
4	47230001	47265000	4	47230001	47420000	190000	35000	10.061557479411755	99.0%	0.00631578947368421	5.500896792193211
17	57320001	57350000	17	56980001	57350000	370000	30000	5.195654161840497	98.0%	0.04684210526315789	5.495194019968503
12	85325001	85395000	12	85325001	85680000	355000	70000	6.226514193467592	96.0%	0.017894736842105262	5.491367337937401
16	93430001	93465000	16	92505001	93465000	960000	35000	3.3516689299518867	98.0%	0.034736842105263156	5.486031293791986
3	129290001	129330000	3	129290001	129740000	450000	40000	3.784294167529136	95.0%	0.02526315789473684	5.481822664084066
6	51185001	51230000	6	51185001	51875000	690000	45000	3.1032929242823952	96.0%	0.01105263157894737	5.459408401655623
14	60505001	60540000	14	60505001	60780000	275000	35000	5.407850050029908	99.0%	0.008421052631578947	5.437065132884385
3	146160001	146200000	3	145885001	146200000	315000	40000	6.383474847332773	95.0%	0.034736842105263156	5.407710014556502
7	127090001	127135000	7	126800001	127135000	335000	45000	9.148138351623102	99.0%	0.03684210526315789	5.346896890460395
10	19670001	19715000	10	19130001	19715000	585000	45000	4.485329073648864	97.0%	0.030526315789473683	5.312678057014543
9	35270001	35305000	9	35270001	35560000	290000	35000	8.0933260533989	98.0%	0.020526315789473684	5.273291271161373
11	100945001	100985000	11	100550001	100985000	435000	40000	7.382966578005005	97.0%	0.08105263157894736	5.257698471819434
6	119470001	119505000	6	119470001	119950000	480000	35000	5.789015285408012	99.0%	0.06	5.256062535325493
6	71135001	71185000	6	71135001	71555000	420000	50000	5.459139768813605	98.0%	0.05421052631578947	5.241244431279419
11	20435001	20475000	11	20435001	20750000	315000	40000	7.260239883245198	97.0%	0.005263157894736842	5.217835991291394
15	53330001	53370000	15	53085001	53370000	285000	40000	6.838044899761125	98.0%	0.03684210526315789	5.1430390392638206
14	44945001	45005000	14	44945001	45410000	465000	60000	3.7301044173050006	95.0%	0.008421052631578947	5.0943826088980915
12	117755001	117785000	12	117355001	117785000	430000	30000	4.7325389712814525	98.0%	0.0668421052631579	5.09382957409262
1	63640001	63685000	1	63640001	65030000	1390000	45000	2.0931300478200026	95.0%	0.03631578947368421	5.093010697528361
4	139845001	139885000	4	139640001	139885000	245000	40000	6.47327498476593	99.0%	0.09263157894736843	5.05295414247667
3	135690001	135750000	3	135315001	135750000	435000	60000	4.76021784938294	97.0%	0.06947368421052631	5.0291176079902336
12	85275001	85320000	12	85090001	85320000	230000	45000	8.431430508713571	99.0%	0.04894736842105263	5.015502286236394
1	43275001	43320000	1	43275001	43665000	390000	45000	5.733426967244335	97.0%	0.03368421052631579	5.006016363597216
14	27170001	27205000	14	27170001	27520000	350000	35000	6.057367679432516	97.0%	0.07052631578947369	4.988194543191928
15	67075001	67115000	15	66635001	67115000	480000	40000	4.7431963536438895	97.0%	0.014736842105263158	4.977483306309337
9	32895001	32950000	9	32665001	32950000	285000	55000	9.153995380606919	97.0%	0.02631578947368421	4.976855087005767
9	58015001	58080000	9	58015001	58365000	350000	65000	6.552206868212772	95.0%	0.003157894736842105	4.964116540084499
5	99880001	99905000	5	99210001	99905000	695000	25000	3.4276402006013846	97.0%	0.017894736842105262	4.9491901591692935
7	49090001	49135000	7	48770001	49135000	365000	45000	5.93059440335191	95.0%	0.010526315789473684	4.914151716776584
1	155015001	155045000	1	155015001	155565000	550000	30000	4.981472109346641	98.0%	0.005263157894736842	4.883879289433244
1	182130001	182175000	1	182130001	182480000	350000	45000	5.5307906517724295	99.0%	0.00631578947368421	4.859408339754852
1	37620001	37650000	1	37265001	37650000	385000	30000	6.867695004810224	97.0%	0.05368421052631579	4.788963246062303
14	21120001	21160000	14	21120001	21865000	745000	40000	2.8032318861954804	95.0%	0.03263157894736842	4.757225964274069
9	124100001	124155000	9	123575001	124155000	580000	55000	5.0330563383481	96.0%	0.01631578947368421	4.710561032059855
5	136655001	136715000	5	136270001	136715000	445000	60000	7.991948039336134	99.0%	0.03684210526315789	4.694974563488745
4	121210001	121245000	4	120890001	121245000	355000	35000	4.502648328509855	97.0%	0.02736842105263158	4.6705893420719775
2	90455001	90495000	2	90455001	90775000	320000	40000	5.991840060684645	98.0%	0.005789473684210527	4.658814068272641
2	38360001	38400000	2	37790001	38400000	610000	40000	3.8688544297023255	95.0%	0.02368421052631579	4.578143707451577
7	106235001	106270000	7	106235001	107100000	865000	35000	1.5319254504579105	95.0%	0.005263157894736842	4.5726759117317295
8	13735001	13770000	8	13405001	13770000	365000	35000	5.751341929475252	98.0%	0.09789473684210526	4.571465627640216
7	118975001	119030000	7	118590001	119030000	440000	55000	4.845261435362617	95.0%	0.018947368421052633	4.55008121846432
2	131075001	131110000	2	131075001	131505000	430000	35000	5.006168930574034	96.0%	0.008421052631578947	4.519316154467728
7	48745001	48780000	7	48745001	49140000	395000	35000	5.652661410502259	96.0%	0.035789473684210524	4.506347215044889
15	84600001	84640000	15	84215001	84640000	425000	40000	5.528526940352775	98.0%	0.04421052631578947	4.48223331111367
6	119215001	119245000	6	119215001	119450000	235000	30000	7.78492240418795	99.0%	0.01368421052631579	4.456294360887441
5	134455001	134510000	5	134165001	134510000	345000	55000	7.3638332167718605	96.0%	0.05157894736842105	4.456241491779193
13	46285001	46320000	13	46285001	46810000	525000	35000	4.474046748584146	97.0%	0.023157894736842106	4.442574978849681
6	55150001	55185000	6	54575001	55185000	610000	35000	3.0909988589715414	97.0%	0.05157894736842105	4.423922459708465
6	50515001	50560000	6	50135001	50560000	425000	45000	5.177917053724864	95.0%	0.09473684210526316	4.407184760108092
5	125245001	125285000	5	124885001	125285000	400000	40000	6.141548450173687	99.0%	0.03263157894736842	4.384117910776489
2	26555001	26590000	2	26295001	26590000	295000	35000	8.491184775797093	99.0%	0.010526315789473684	4.359227428068383
7	141165001	141210000	7	140855001	141210000	355000	45000	6.64452717238454	98.0%	0.07052631578947369	4.338614015671471
4	102975001	103015000	4	102975001	103155000	180000	40000	10.489378451280539	99.0%	0.015789473684210527	4.337888110712455
6	97250001	97280000	6	97250001	97515000	265000	30000	7.103909745762305	95.0%	0.01263157894736842	4.3227046796798
14	60785001	60820000	14	60785001	61230000	445000	35000	3.388467533389705	96.0%	0.024210526315789474	4.307244232422092
7	142285001	142350000	7	142285001	142580000	295000	65000	7.425446687163092	95.0%	0.007368421052631579	4.296605315790721
14	76990001	77050000	14	76075001	77050000	975000	60000	2.0870820286761633	95.0%	0.08842105263157894	4.285782134141808
4	156160001	156245000	4	155650001	156245000	595000	85000	4.7051214100515635	95.0%	0.07789473684210527	4.248791199490226
18	80470001	80505000	18	80470001	80865000	395000	35000	4.783422199881864	97.0%	0.04842105263157895	4.161346442008037
15	37895001	37935000	15	37300001	37935000	635000	40000	3.7269064391198796	97.0%	0.05578947368421053	4.131611307179262
13	107095001	107125000	13	106855001	107125000	270000	30000	6.16438130537334	96.0%	0.06526315789473684	4.1237158738479165
8	122815001	122880000	8	122310001	122880000	570000	65000	5.46521743281962	96.0%	0.08736842105263158	4.095084676635306
6	127110001	127180000	6	127110001	127475000	365000	70000	5.55974263495856	97.0%	0.008421052631578947	4.07744988082363
16	96325001	96360000	16	96025001	96360000	335000	35000	5.189228748750715	96.0%	0.049473684210526316	4.044002102324611
11	117850001	117890000	11	117850001	118200000	350000	40000	7.777673726585206	97.0%	0.009473684210526315	4.043873847439739
13	28405001	28435000	13	28405001	28980000	575000	30000	3.74386093171332	97.0%	0.01263157894736842	4.039182216123043
3	59695001	59760000	3	59060001	59760000	700000	65000	2.599575812895328	98.0%	0.025789473684210525	4.010138764648656
6	146395001	146425000	6	146395001	146690000	295000	30000	7.461603944819469	98.0%	0.016842105263157894	3.9659102654081053
10	61190001	61225000	10	61190001	61435000	245000	35000	8.375305189070028	95.0%	0.01368421052631579	3.942452247601242
6	97400001	97430000	6	97145001	97430000	285000	30000	6.514727642968521	99.0%	0.022105263157894735	3.9306032454306514
6	142715001	142750000	6	142355001	142750000	395000	35000	5.484932907312468	95.0%	0.0431578947368421	3.905318520768795
19	7050001	7090000	19	7050001	7450000	400000	40000	5.752639123770309	97.0%	0.00631578947368421	3.9048138158577013
12	85645001	85685000	12	85320001	85685000	365000	40000	6.034835404516907	98.0%	0.031578947368421054	3.8818479026420345
2	49745001	49790000	2	49745001	50290000	545000	45000	3.6909724021385992	97.0%	0.023157894736842106	3.8788453312891744
1	138065001	138150000	1	138065001	138855000	790000	85000	3.7013885762819325	95.0%	0.026842105263157896	3.866721684553345
13	30545001	30595000	13	30545001	31035000	490000	50000	4.070178153677725	97.0%	0.05526315789473684	3.8611878352711093
3	35675001	35710000	3	35675001	36010000	335000	35000	4.796522227746803	99.0%	0.02	3.8480708362258644
6	98510001	98555000	6	98510001	99605000	1095000	45000	2.058809525334099	95.0%	0.034736842105263156	3.838241985694657
11	102395001	102445000	11	102235001	102445000	210000	50000	9.858132411706816	99.0%	0.008947368421052631	3.825132135553595
10	42295001	42335000	10	42295001	43050000	755000	40000	2.809130178244386	95.0%	0.02	3.7998796820452103
8	90800001	90850000	8	90800001	91165000	365000	50000	4.86818038729413	99.0%	0.01368421052631579	3.7894834340970176
2	58015001	58070000	2	58015001	58430000	415000	55000	4.498931035655629	96.0%	0.011578947368421053	3.780305883346572
2	157545001	157585000	2	157275001	157585000	310000	40000	5.568529041697794	98.0%	0.025789473684210525	3.7562140436001252
3	142475001	142510000	3	142475001	142745000	270000	35000	6.28988321057294	97.0%	0.02736842105263158	3.7526473226187442
6	30340001	30395000	6	30075001	30395000	320000	55000	6.679974004831319	98.0%	0.08157894736842106	3.7255964209173427
18	3485001	3530000	18	3485001	4440000	955000	45000	2.340086782672443	96.0%	0.02736842105263158	3.6958375173812184
5	124870001	124925000	5	124870001	125500000	630000	55000	4.338387741015469	95.0%	0.06315789473684211	3.6778935696501645
8	107560001	107590000	8	107370001	107590000	220000	30000	6.96322620408633	99.0%	0.09368421052631579	3.6754295894218956
11	69250001	69285000	11	69250001	69460000	210000	35000	11.091153149022688	99.0%	0.003157894736842105	3.666983307937216
12	12160001	12185000	12	12160001	12440000	280000	25000	5.254165921837419	98.0%	0.020526315789473684	3.61659764972337
10	117665001	117705000	10	117255001	117705000	450000	40000	5.044377560145995	96.0%	0.07	3.61524285927941
6	52900001	52935000	6	52615001	52935000	320000	35000	6.671963650768803	99.0%	0.03473684210526316	3.586775750692607
9	32580001	32610000	9	32580001	33035000	455000	30000	7.028064181321448	96.0%	0.005263157894736842	3.544749532547874
8	107095001	107130000	8	107095001	107305000	210000	35000	9.122739376875453	98.0%	0.023157894736842106	3.5437463755278946
13	112660001	112695000	13	112660001	113055000	395000	35000	4.336571315030632	98.0%	0.02631578947368421	3.521420035447603
1	133355001	133400000	1	133355001	133725000	370000	45000	6.367809307860747	98.0%	0.034210526315789476	3.483842204557958
7	49415001	49450000	7	49115001	49450000	335000	35000	6.226852022066128	98.0%	0.017894736842105262	3.4344064900336746
9	20895001	20945000	9	20895001	21160000	265000	50000	10.067559825419348	96.0%	0.00631578947368421	3.4159013213624307
17	29855001	29905000	17	29515001	29905000	390000	50000	5.507457461016028	96.0%	0.07631578947368421	3.4006059060890124
6	124820001	124875000	6	124820001	125080000	260000	55000	9.838252089090666	99.0%	0.002105263157894737	3.3896896386445503
9	51315001	51355000	9	51315001	52025000	710000	40000	3.6827276784699947	96.0%	0.00631578947368421	3.38404974945828
7	101645001	101680000	7	101645001	102085000	440000	35000	5.232096429656411	96.0%	0.03368421052631579	3.3662900175519788
4	149775001	149855000	4	149775001	150140000	365000	80000	7.512318322454443	95.0%	0.004210526315789474	3.366032561348947
2	153140001	153165000	2	153140001	153505000	365000	25000	5.887701799520652	98.0%	0.049473684210526316	3.3375176986523107
7	89985001	90015000	7	89985001	90440000	455000	30000	5.739137411825489	97.0%	0.010526315789473684	3.325393990572125
7	29505001	29545000	7	29150001	29545000	395000	40000	5.130393774008869	98.0%	0.028421052631578948	3.315710069807117
11	106615001	106650000	11	106400001	106650000	250000	35000	9.49928052688406	99.0%	0.028421052631578948	3.2917581037428327
19	9895001	9935000	19	9895001	10070000	175000	40000	9.636304342096327	98.0%	0.008421052631578947	3.2657397401752437
8	36320001	36375000	8	35740001	36375000	635000	55000	3.421650442925159	95.0%	0.04105263157894737	3.2613693610972883
7	98430001	98495000	7	98430001	98690000	260000	65000	8.88739495877189	98.0%	0.00631578947368421	3.259137945867943
X	72995001	73070000	X	72995001	73695000	700000	75000	1.2728503754460938	95.0%	0.08894736842105264	3.221240199516055
10	66900001	66930000	10	66900001	67315000	415000	30000	4.696701093278817	99.0%	0.01368421052631579	3.210946497360261
9	48630001	48670000	9	48630001	48980000	350000	40000	5.854400715434683	96.0%	0.05473684210526315	3.2093831607998204
14	20080001	20135000	14	20080001	20375000	295000	55000	5.901039124268934	95.0%	0.011578947368421053	3.205368299756778
19	46865001	46895000	19	46865001	47015000	150000	30000	10.965032292563222	96.0%	0.05894736842105263	3.1999446099265523
11	119180001	119215000	11	118990001	119215000	225000	35000	10.842200510409015	99.0%	0.014736842105263158	3.194289210432377
7	82250001	82285000	7	81775001	82285000	510000	35000	4.389833008152735	97.0%	0.012105263157894737	3.18919278210208
5	103330001	103395000	5	103330001	103920000	590000	65000	3.323059958621658	95.0%	0.01631578947368421	3.173061999864778
16	50685001	50770000	16	50220001	50770000	550000	85000	3.086657371084936	95.0%	0.04736842105263158	3.1717463165799256
5	146685001	146730000	5	146685001	146910000	225000	45000	8.132807170542192	98.0%	0.011578947368421053	3.163799460432825
2	160560001	160605000	2	159925001	160605000	680000	45000	3.2605200035691686	95.0%	0.042105263157894736	3.1622116763261165
7	66085001	66120000	7	66085001	66395000	310000	35000	6.339135613003712	97.0%	0.02	3.153396511233046
2	37750001	37795000	2	37365001	37795000	430000	45000	4.8992899103183865	96.0%	0.08684210526315789	3.1380559374503867
11	121460001	121500000	11	121460001	121845000	385000	40000	6.527944063193224	97.0%	0.01368421052631579	3.1289064146014223
2	174300001	174330000	2	174300001	174915000	615000	30000	3.4663873725209178	98.0%	0.02736842105263158	3.1159141102165244
12	17545001	17585000	12	17545001	17800000	255000	40000	7.144933217631232	99.0%	0.010526315789473684	3.1152014725605763
15	8580001	8645000	15	8170001	8645000	475000	65000	4.497090362106416	97.0%	0.03368421052631579	3.10836982583697
5	99185001	99270000	5	99185001	99915000	730000	85000	2.8703449049510597	96.0%	0.01842105263157895	3.108109978767816
7	78750001	78780000	7	78555001	78780000	225000	30000	8.538086751777316	99.0%	0.07157894736842105	3.089510663808857
6	49910001	49945000	6	49910001	50305000	395000	35000	4.42762598772555	98.0%	0.021052631578947368	3.0736731892840248
1	78520001	78550000	1	78520001	78720000	200000	30000	8.048348699818277	99.0%	0.04631578947368421	3.066051900765656
